SubjNo,List,word,prime_semantics,info,len,ValMn,correct response,given response,match?,rt,date,frameRate,
3,1,irritate,negative,long negative,8,3.11,up,up,1,1.74037437083,2016_Aug_10_1245,85.0252514245,
3,1,cripple,negative,long negative,7,2.89,down,down,1,1.69322137616,2016_Aug_10_1245,85.0252514245,
3,1,gang,negative,short negative,4,2.59,up,up,1,1.09343459126,2016_Aug_10_1245,85.0252514245,
3,1,fire,negative,short negative,4,3.22,up,up,1,0.964073832463,2016_Aug_10_1245,85.0252514245,
3,1,lamb,neutral,short neutral,4,5.89,down,down,1,0.705313186943,2016_Aug_10_1245,85.0252514245,
3,1,gate,neutral,short neutral,4,5.52,down,down,1,1.42278297025,2016_Aug_10_1245,85.0252514245,
3,1,huge,neutral,short neutral,4,5.39,down,down,1,1.22286045636,2016_Aug_10_1245,85.0252514245,
3,1,bankrupt,negative,long negative,8,2.0,up,up,1,1.17574594817,2016_Aug_10_1245,85.0252514245,
3,1,die,negative,short negative,3,2.48,up,up,1,1.81094157816,2016_Aug_10_1245,85.0252514245,
3,1,pail,neutral,short neutral,4,5.04,up,up,1,2.25781644386,2016_Aug_10_1245,85.0252514245,
3,1,lid,neutral,short neutral,3,5.03,down,down,1,0.681782231946,2016_Aug_10_1245,85.0252514245,
3,1,lamp,neutral,short neutral,4,5.41,down,down,1,0.846478070082,2016_Aug_10_1245,85.0252514245,
3,1,ridicule,negative,long negative,8,3.13,up,up,1,0.599519945299,2016_Aug_10_1245,85.0252514245,
3,1,tray,neutral,short neutral,4,5.1,up,up,1,1.42280894862,2016_Aug_10_1245,85.0252514245,
3,1,nursery,neutral,long neutral,7,5.73,up,up,1,0.822945190761,2016_Aug_10_1245,85.0252514245,
3,1,lightbulb,neutral,long neutral,9,5.61,down,down,1,0.787654050157,2016_Aug_10_1245,85.0252514245,
3,1,dent,negative,short negative,4,2.93,up,up,1,0.728910210397,2016_Aug_10_1245,85.0252514245,
3,1,clot,negative,short negative,4,3.13,up,up,1,0.775919522206,2016_Aug_10_1245,85.0252514245,
3,1,debt,negative,short negative,4,2.22,down,down,1,0.67006694723,2016_Aug_10_1245,85.0252514245,
3,1,tusk,neutral,short neutral,4,5.41,up,up,1,1.0110603731,2016_Aug_10_1245,85.0252514245,
3,1,corridor,neutral,long neutral,8,4.88,up,up,1,0.964045288325,2016_Aug_10_1245,85.0252514245,
3,1,infection,negative,long negative,9,1.66,down,down,1,0.707360667715,2016_Aug_10_1245,85.0252514245,
3,1,prairie,neutral,long neutral,7,5.75,down,down,1,0.658300026491,2016_Aug_10_1245,85.0252514245,
3,1,allergy,negative,long negative,7,3.07,up,up,1,0.752418073509,2016_Aug_10_1245,85.0252514245,
3,1,hate,negative,short negative,4,2.12,up,up,1,1.31691307636,2016_Aug_10_1245,85.0252514245,
3,1,corrupt,negative,long negative,7,3.32,up,up,1,0.848451785099,2016_Aug_10_1245,85.0252514245,
3,1,inhabitant,neutral,long neutral,10,5.05,down,down,1,0.752422563597,2016_Aug_10_1245,85.0252514245,
3,1,aggravated,negative,long negative,10,2.66,down,down,1,0.717813595864,2016_Aug_10_1245,85.0252514245,
3,1,subject,neutral,long neutral,7,5.04,up,up,1,0.649842622366,2016_Aug_10_1245,85.0252514245,
3,1,president,neutral,long neutral,9,5.2,down,down,1,0.58776104257,2016_Aug_10_1245,85.0252514245,
3,1,criminal,negative,long negative,8,2.93,up,up,1,0.775944538414,2016_Aug_10_1245,85.0252514245,
3,1,cognition,neutral,long neutral,9,5.57,down,down,1,0.646573837275,2016_Aug_10_1245,85.0252514245,
3,1,blackmail,negative,long negative,9,2.95,up,up,1,0.672849519786,2016_Aug_10_1245,85.0252514245,
3,1,bawl,negative,short negative,4,3.41,down,down,1,0.554505516073,2016_Aug_10_1245,85.0252514245,
3,1,herd,neutral,short neutral,4,5.0,down,down,1,0.893553450347,2016_Aug_10_1245,85.0252514245,
3,1,burglar,negative,long negative,7,2.52,down,down,1,0.928814763927,2016_Aug_10_1245,85.0252514245,
3,1,raft,neutral,short neutral,4,5.72,up,up,1,0.660362581133,2016_Aug_10_1245,85.0252514245,
3,1,pus,negative,short negative,3,2.86,up,up,1,0.834704093486,2016_Aug_10_1245,85.0252514245,
3,1,complex,neutral,long neutral,7,5.25,up,up,1,0.881814432301,2016_Aug_10_1245,85.0252514245,
3,1,rot,negative,short negative,3,2.68,up,up,1,0.740623570786,2016_Aug_10_1245,85.0252514245,
3,1,herring,neutral,long neutral,7,5.43,up,up,1,0.705325695049,2016_Aug_10_1245,85.0252514245,
3,1,name,neutral,short neutral,4,5.55,down,down,1,0.634831291303,2016_Aug_10_1245,85.0252514245,
3,1,envy,negative,short negative,4,3.41,down,down,1,0.540683417265,2016_Aug_10_1245,85.0252514245,
3,1,fail,negative,short negative,4,1.79,up,up,1,0.74062966448,2016_Aug_10_1245,85.0252514245,
3,1,missles,negative,long negative,7,3.33,down,down,1,1.08167889575,2016_Aug_10_1245,85.0252514245,
3,1,enraged,negative,long negative,7,2.46,up,up,1,0.611255756132,2016_Aug_10_1245,85.0252514245,
