SubjNo,List,word,prime_semantics,info,len,ValMn,correct response,given response,match?,rt,date,frameRate,
4,1,lighthouse,neutral,long neutral,10,5.89,down,down,1,0.975851016268,2016_Aug_10_1358,85.0356863317,
4,1,enraged,negative,long negative,7,2.46,down,down,1,1.05814312994,2016_Aug_10_1358,85.0356863317,
4,1,bawl,negative,short negative,4,3.41,up,up,1,1.71680043926,2016_Aug_10_1358,85.0356863317,
4,1,fear,negative,short negative,4,2.76,down,down,1,1.35216412688,2016_Aug_10_1358,85.0356863317,
4,1,daze,neutral,short neutral,4,5.04,up,up,1,1.22282100772,2016_Aug_10_1358,85.0356863317,
4,1,howl,neutral,short neutral,4,4.9,down,down,1,1.23459530503,2016_Aug_10_1358,85.0356863317,
4,1,task,neutral,short neutral,4,4.79,up,up,1,0.893547035932,2016_Aug_10_1358,85.0356863317,
4,1,corridor,neutral,long neutral,8,4.88,up,up,1,0.822965396164,2016_Aug_10_1358,85.0356863317,
4,1,volcano,neutral,long neutral,7,4.84,down,down,1,0.929348763846,2016_Aug_10_1358,85.0356863317,
4,1,riot,negative,short negative,4,2.96,down,down,1,2.88115182339,2016_Aug_10_1358,85.0356863317,
4,1,germ,negative,short negative,4,3.35,down,down,1,1.24635773569,2016_Aug_10_1358,85.0356863317,
4,1,hostile,negative,long negative,7,2.73,up,up,1,0.905306900819,2016_Aug_10_1358,85.0356863317,
4,1,gun,negative,short negative,3,3.47,down,down,1,1.19930897524,2016_Aug_10_1358,85.0356863317,
4,1,sick,negative,short negative,4,1.9,down,down,1,0.822985280844,2016_Aug_10_1358,85.0356863317,
4,1,owe,negative,short negative,3,3.25,down,down,1,1.25810316814,2016_Aug_10_1358,85.0356863317,
4,1,wasp,negative,short negative,4,3.37,up,up,1,2.03436393714,2016_Aug_10_1358,85.0356863317,
4,1,hour,neutral,short neutral,4,5.1,up,up,1,1.17578539682,2016_Aug_10_1358,85.0356863317,
4,1,cripple,negative,long negative,7,2.89,down,down,1,0.940614077459,2016_Aug_10_1358,85.0356863317,
4,1,confusion,negative,long negative,9,3.46,up,up,1,1.23461262395,2016_Aug_10_1358,85.0356863317,
4,1,curtains,neutral,long neutral,8,4.83,down,down,1,1.25811246904,2016_Aug_10_1358,85.0356863317,
4,1,tusk,neutral,short neutral,4,5.41,down,down,1,1.51746805141,2016_Aug_10_1358,85.0356863317,
4,1,concentrate,neutral,long neutral,11,5.2,down,down,1,0.881809942213,2016_Aug_10_1358,85.0356863317,
4,1,military,neutral,long neutral,8,5.54,down,down,1,0.811898929369,2016_Aug_10_1358,85.0356863317,
4,1,mistake,negative,long negative,7,2.86,down,down,1,1.0346859407,2016_Aug_10_1358,85.0356863317,
4,1,crushed,negative,long negative,7,2.21,down,down,1,1.08173117322,2016_Aug_10_1358,85.0356863317,
4,1,avalanche,negative,long negative,9,3.29,down,down,1,0.96412899642,2016_Aug_10_1358,85.0356863317,
4,1,location,neutral,long neutral,8,5.36,down,down,1,0.990202945624,2016_Aug_10_1358,85.0356863317,
4,1,aggressive,neutral,long neutral,10,5.1,up,up,1,0.975875391039,2016_Aug_10_1358,85.0356863317,
4,1,apprehension,negative,long negative,12,3.03,down,down,1,0.905214533264,2016_Aug_10_1358,85.0356863317,
4,1,freezer,neutral,long neutral,7,4.96,up,up,1,0.940571421608,2016_Aug_10_1358,85.0356863317,
