SubjNo,List,word,prime_semantics,info,len,ValMn,correct response,given response,match?,rt,date,frameRate,
10,1,cat,neutral,short neutral,3,5.72,up,up,1,3.32807937734,2016_Aug_11_1355,84.987434377,
10,1,nag,negative,short negative,3,2.9,up,up,1,3.59860909413,2016_Aug_11_1355,84.987434377,
10,1,scrotum,neutral,long neutral,7,5.85,down,down,1,2.45770963653,2016_Aug_11_1355,84.987434377,
10,1,dusk,neutral,short neutral,4,5.4,up,up,1,1.7638747415,2016_Aug_11_1355,84.987434377,
10,1,knitting,neutral,long neutral,8,4.94,up,up,1,1.04647289517,2016_Aug_11_1355,84.987434377,
10,1,lose,negative,short negative,4,2.81,down,down,1,1.97556774156,2016_Aug_11_1355,84.987434377,
10,1,impotent,negative,long negative,8,2.81,up,up,1,1.82267297163,2016_Aug_11_1355,84.987434377,
10,1,furious,negative,long negative,7,1.96,down,down,1,1.44636121987,2016_Aug_11_1355,84.987434377,
10,1,furnace,neutral,long neutral,7,4.81,up,up,1,2.48134842949,2016_Aug_11_1355,84.987434377,
10,1,robbery,negative,long negative,7,2.42,up,up,1,0.999403136917,2016_Aug_11_1355,84.987434377,
10,1,huge,neutral,short neutral,4,5.39,up,up,1,0.964108034466,2016_Aug_11_1355,84.987434377,
10,1,slap,negative,short negative,4,2.95,down,down,1,1.47051028105,2016_Aug_11_1355,84.987434377,
10,1,ceiling,neutral,long neutral,7,5.45,up,up,1,0.987616614409,2016_Aug_11_1355,84.987434377,
10,1,horrible,negative,long negative,8,2.28,up,up,1,1.17582861659,2016_Aug_11_1355,84.987434377,
10,1,leg,neutral,short neutral,3,5.71,down,down,1,1.1758318238,2016_Aug_11_1355,84.987434377,
10,1,hurricane,negative,long negative,9,3.34,down,down,1,1.5992191068,2016_Aug_11_1355,84.987434377,
10,1,irritated,negative,long negative,9,2.23,down,down,1,1.18757889754,2016_Aug_11_1355,84.987434377,
10,1,stun,neutral,short neutral,4,4.93,up,up,1,1.5404138208,2016_Aug_11_1355,84.987434377,
10,1,foul,negative,short negative,4,2.81,down,down,1,2.65770527472,2016_Aug_11_1355,84.987434377,
10,1,gate,neutral,short neutral,4,5.52,up,up,1,1.30521512729,2016_Aug_11_1355,84.987434377,
10,1,subject,neutral,long neutral,7,5.04,up,up,1,1.22291986319,2016_Aug_11_1355,84.987434377,
10,1,arch,neutral,short neutral,4,5.37,down,down,1,3.19868452787,2016_Aug_11_1355,84.987434377,
10,1,hive,negative,short negative,4,3.18,up,up,1,3.3516280475,2016_Aug_11_1355,84.987434377,
10,1,confusion,negative,long negative,9,3.46,down,down,1,2.06962547403,2016_Aug_11_1355,84.987434377,
10,1,smallpox,negative,long negative,8,2.52,up,up,1,1.54039137028,2016_Aug_11_1355,84.987434377,
10,1,tire,neutral,short neutral,4,4.97,down,down,1,1.57569449077,2016_Aug_11_1355,84.987434377,
10,1,repulsed,negative,long negative,8,2.48,up,up,1,0.964071792911,2016_Aug_11_1355,84.987434377,
10,1,treatment,neutral,long neutral,9,5.24,down,down,1,5.89204667912,2016_Aug_11_1355,84.987434377,
10,1,selfish,negative,long negative,7,2.42,down,up,0,2.18922965213,2016_Aug_11_1355,84.987434377,
10,1,feud,negative,short negative,4,3.07,down,down,1,2.28134156605,2016_Aug_11_1355,84.987434377,
10,1,pail,neutral,short neutral,4,5.04,down,down,1,0.987629122559,2016_Aug_11_1355,84.987434377,
10,1,apprehension,negative,long negative,12,3.03,up,up,1,2.65769950173,2016_Aug_11_1355,84.987434377,
10,1,annoyance,negative,long negative,9,2.97,up,up,1,0.787702760259,2016_Aug_11_1355,84.987434377,
10,1,consoled,neutral,long neutral,8,5.78,up,up,1,0.646536462209,2016_Aug_11_1355,84.987434377,
10,1,violent,negative,long negative,7,2.29,up,up,1,1.98734752891,2016_Aug_11_1355,84.987434377,
10,1,jugs,neutral,short neutral,4,5.65,down,down,1,1.41108504,2016_Aug_11_1355,84.987434377,
10,1,wool,neutral,short neutral,4,5.27,down,down,1,1.32889657623,2016_Aug_11_1355,84.987434377,
10,1,dent,negative,short negative,4,2.93,down,down,1,1.8814910865,2016_Aug_11_1355,84.987434377,
10,1,army,neutral,short neutral,4,4.72,down,down,1,1.09342334495,2016_Aug_11_1355,84.987434377,
10,1,missles,negative,long negative,7,3.33,down,down,1,0.681825470951,2016_Aug_11_1355,84.987434377,
10,1,dumb,negative,short negative,4,3.0,down,down,1,0.928822874383,2016_Aug_11_1355,84.987434377,
10,1,deformed,negative,long negative,8,2.41,down,down,1,2.32840779636,2016_Aug_11_1355,84.987434377,
10,1,oath,neutral,short neutral,4,5.57,up,up,1,1.6226811821,2016_Aug_11_1355,84.987434377,
10,1,wolf,neutral,short neutral,4,5.0,down,down,1,1.43521549932,2016_Aug_11_1355,84.987434377,
10,1,jar,neutral,short neutral,3,5.21,down,down,1,2.81061543928,2016_Aug_11_1355,84.987434377,
10,1,exam,negative,short negative,4,2.76,up,up,1,1.98730583508,2016_Aug_11_1355,84.987434377,
10,1,boyfriend,neutral,long neutral,9,5.74,down,down,1,1.22286020896,2016_Aug_11_1355,84.987434377,
10,1,owe,negative,short negative,3,3.25,up,up,1,1.54035993955,2016_Aug_11_1355,84.987434377,
10,1,dare,neutral,short neutral,4,5.76,down,down,1,1.31694616494,2016_Aug_11_1355,84.987434377,
