SubjNo,List,word,prime_semantics,info,len,ValMn,correct response,given response,match?,rt,date,frameRate,
9,1,pus,negative,short negative,3,2.86,down,down,1,0.740637171388,2016_Aug_11_1253,85.0136192224,
9,1,missiles,negative,long negative,8,3.17,up,up,1,0.799487037712,2016_Aug_11_1253,85.0136192224,
9,1,jugs,neutral,short neutral,4,5.65,up,up,1,2.61069998153,2016_Aug_11_1253,85.0136192224,
9,1,flee,negative,short negative,4,3.29,down,down,1,1.12876398988,2016_Aug_11_1253,85.0136192224,
9,1,mood,neutral,short neutral,4,5.6,down,down,1,0.82296354549,2016_Aug_11_1253,85.0136192224,
9,1,stun,neutral,short neutral,4,4.93,down,down,1,0.846417923469,2016_Aug_11_1253,85.0136192224,
9,1,jail,negative,short negative,4,1.95,up,up,1,0.823027369108,2016_Aug_11_1253,85.0136192224,
9,1,burn,negative,short negative,4,2.73,down,down,1,0.870064413746,2016_Aug_11_1253,85.0136192224,
9,1,passage,neutral,long neutral,7,5.28,down,down,1,0.69357960056,2016_Aug_11_1253,85.0136192224,
9,1,criminal,negative,long negative,8,2.93,up,up,1,0.670094433297,2016_Aug_11_1253,85.0136192224,
9,1,lose,negative,short negative,4,2.81,up,up,1,0.90529761691,2016_Aug_11_1253,85.0136192224,
9,1,end,negative,short negative,3,3.44,up,up,1,1.05819848055,2016_Aug_11_1253,85.0136192224,
9,1,religion,neutral,long neutral,8,5.07,up,up,1,1.14050561135,2016_Aug_11_1253,85.0136192224,
9,1,newspaper,neutral,long neutral,9,5.52,up,up,1,1.05819655622,2016_Aug_11_1253,85.0136192224,
9,1,riot,negative,short negative,4,2.96,up,up,1,3.48096228056,2016_Aug_11_1253,85.0136192224,
9,1,headache,negative,long negative,8,2.02,down,down,1,0.740619531696,2016_Aug_11_1253,85.0136192224,
9,1,furious,negative,long negative,7,1.96,down,down,1,0.75236275677,2016_Aug_11_1253,85.0136192224,
9,1,wasp,negative,short negative,4,3.37,up,up,1,1.17575998214,2016_Aug_11_1253,85.0136192224,
9,1,whistle,neutral,long neutral,7,5.81,up,up,1,2.06968095888,2016_Aug_11_1253,85.0136192224,
9,1,frustrated,negative,long negative,10,2.48,down,down,1,3.05760610757,2016_Aug_11_1253,85.0136192224,
9,1,deformed,negative,long negative,8,2.41,down,down,1,0.800105389151,2016_Aug_11_1253,85.0136192224,
9,1,problem,negative,long negative,7,2.74,down,down,1,0.846500348945,2016_Aug_11_1253,85.0136192224,
9,1,pig,neutral,short neutral,3,5.07,up,up,1,0.740588742412,2016_Aug_11_1253,85.0136192224,
9,1,nuisance,negative,long negative,8,3.27,up,up,1,0.775912389094,2016_Aug_11_1253,85.0136192224,
9,1,subject,neutral,long neutral,7,5.04,up,up,1,1.15228315364,2016_Aug_11_1253,85.0136192224,
9,1,battleship,neutral,long neutral,10,4.93,up,up,1,0.952370261657,2016_Aug_11_1253,85.0136192224,
9,1,wolf,neutral,short neutral,4,5.0,down,down,1,0.964083018171,2016_Aug_11_1253,85.0136192224,
9,1,hostile,negative,long negative,7,2.73,down,down,1,0.869994496416,2016_Aug_11_1253,85.0136192224,
9,1,bawl,negative,short negative,4,3.41,down,down,1,0.987578448528,2016_Aug_11_1253,85.0136192224,
9,1,rock,neutral,short neutral,4,5.56,up,up,1,1.16404850852,2016_Aug_11_1253,85.0136192224,
9,1,masturbate,neutral,long neutral,10,5.45,up,up,1,0.752363398213,2016_Aug_11_1253,85.0136192224,
9,1,conquest,neutral,long neutral,8,5.85,down,down,1,0.672538011935,2016_Aug_11_1253,85.0136192224,
9,1,arch,neutral,short neutral,4,5.37,down,down,1,1.46986691332,2016_Aug_11_1253,85.0136192224,
9,1,calender,neutral,long neutral,8,5.42,down,down,1,0.917046294253,2016_Aug_11_1253,85.0136192224,
9,1,feud,negative,short negative,4,3.07,up,up,1,1.05817057776,2016_Aug_11_1253,85.0136192224,
9,1,bastard,negative,long negative,7,3.36,down,down,1,0.707342410185,2016_Aug_11_1253,85.0136192224,
9,1,fail,negative,short negative,4,1.79,up,up,1,0.764141902675,2016_Aug_11_1253,85.0136192224,
9,1,bolt,neutral,short neutral,4,5.42,up,up,1,2.11669266651,2016_Aug_11_1253,85.0136192224,
9,1,history,neutral,long neutral,7,5.24,down,down,1,0.775898277339,2016_Aug_11_1253,85.0136192224,
9,1,burdened,negative,long negative,8,2.5,down,down,1,0.705347200485,2016_Aug_11_1253,85.0136192224,
9,1,consoled,neutral,long neutral,8,5.78,down,down,1,0.811186323914,2016_Aug_11_1253,85.0136192224,
9,1,land,neutral,short neutral,4,5.66,down,down,1,0.70534271038,2016_Aug_11_1253,85.0136192224,
9,1,clay,neutral,short neutral,4,5.33,down,down,1,0.834706129121,2016_Aug_11_1253,85.0136192224,
9,1,kerchief,neutral,long neutral,8,5.11,up,up,1,0.728840706512,2016_Aug_11_1253,85.0136192224,
9,1,surgeon,neutral,long neutral,7,5.36,up,up,1,0.740625946128,2016_Aug_11_1253,85.0136192224,
9,1,rely,neutral,short neutral,4,5.27,up,up,1,1.3404194655,2016_Aug_11_1253,85.0136192224,
9,1,cult,negative,short negative,4,2.48,up,down,0,0.917045332089,2016_Aug_11_1253,85.0136192224,
9,1,repulsed,negative,long negative,8,2.48,down,down,1,0.776015020039,2016_Aug_11_1253,85.0136192224,
9,1,mistake,negative,long negative,7,2.86,up,up,1,0.917064254667,2016_Aug_11_1253,85.0136192224,
9,1,prairie,neutral,long neutral,7,5.75,down,down,1,0.639063005137,2016_Aug_11_1253,85.0136192224,
9,1,discouraged,negative,long negative,11,3.0,up,up,1,0.787700194487,2016_Aug_11_1253,85.0136192224,
9,1,corridor,neutral,long neutral,8,4.88,down,down,1,0.740592911794,2016_Aug_11_1253,85.0136192224,
9,1,invader,negative,long negative,7,3.05,up,up,1,0.822982468067,2016_Aug_11_1253,85.0136192224,
9,1,ketchup,neutral,long neutral,7,5.6,up,up,1,0.811189851853,2016_Aug_11_1253,85.0136192224,
9,1,robbery,negative,long negative,7,2.42,up,up,1,1.09348748929,2016_Aug_11_1253,85.0136192224,
9,1,defy,neutral,short neutral,4,5.4,down,down,1,1.06015360004,2016_Aug_11_1253,85.0136192224,
9,1,volcano,neutral,long neutral,7,4.84,down,down,1,0.717063164215,2016_Aug_11_1253,85.0136192224,
9,1,greyhound,neutral,long neutral,9,5.42,down,down,1,0.753068023789,2016_Aug_11_1253,85.0136192224,
