SubjNo,List,word,prime_semantics,info,len,ValMn,correct response,given response,match?,rt,date,frameRate,
6,1,masturbate,neutral,long neutral,10,5.45,down,None,0,None,2016_Aug_11_0925,85.031007456,
6,1,mistake,negative,long negative,7,2.86,down,down,1,1.90498298892,2016_Aug_11_0925,85.031007456,
6,1,toothache,negative,long negative,9,1.98,down,down,1,1.03466712936,2016_Aug_11_0925,85.031007456,
6,1,jealous,negative,long negative,7,2.86,down,None,0,None,2016_Aug_11_0925,85.031007456,
6,1,confusion,negative,long negative,9,3.46,up,None,0,None,2016_Aug_11_0925,85.031007456,
6,1,candlestick,neutral,long neutral,11,5.43,down,None,0,None,2016_Aug_11_0925,85.031007456,
6,1,propeller,neutral,long neutral,9,5.43,down,None,0,None,2016_Aug_11_0925,85.031007456,
6,1,president,neutral,long neutral,9,5.2,up,None,0,None,2016_Aug_11_0925,85.031007456,
6,1,lost,negative,short negative,4,2.82,up,None,0,None,2016_Aug_11_0925,85.031007456,
6,1,clarinet,neutral,long neutral,8,5.7,up,up,1,1.32870510538,2016_Aug_11_0925,85.031007456,
6,1,irritate,negative,long negative,8,3.11,up,up,1,0.869999948684,2016_Aug_11_0925,85.031007456,
6,1,problem,negative,long negative,7,2.74,down,None,0,None,2016_Aug_11_0925,85.031007456,
6,1,location,neutral,long neutral,8,5.36,down,down,1,0.846501952554,2016_Aug_11_0925,85.031007456,
6,1,evil,negative,short negative,4,3.23,up,None,0,None,2016_Aug_11_0925,85.031007456,
6,1,homeless,negative,long negative,8,2.06,up,up,1,1.10527208746,2016_Aug_11_0925,85.031007456,
6,1,unit,neutral,short neutral,4,5.59,down,down,1,0.811216792475,2016_Aug_11_0925,85.031007456,
6,1,net,neutral,short neutral,3,4.8,down,down,1,0.740647434483,2016_Aug_11_0925,85.031007456,
6,1,tray,neutral,short neutral,4,5.1,up,up,1,0.611280487805,2016_Aug_11_0925,85.031007456,
6,1,wood,neutral,short neutral,4,5.86,up,up,1,0.717154249178,2016_Aug_11_0925,85.031007456,
6,1,antique,neutral,long neutral,7,5.39,up,up,1,1.14056558631,2016_Aug_11_0925,85.031007456,
6,1,anguished,negative,long negative,9,2.12,down,None,0,None,2016_Aug_11_0925,85.031007456,
6,1,ugly,negative,short negative,4,2.43,up,up,1,0.693637330467,2016_Aug_11_0925,85.031007456,
6,1,aggravated,negative,long negative,10,2.66,down,None,0,None,2016_Aug_11_0925,85.031007456,
