SubjNo,List,word,prime_semantics,info,len,ValMn,correct response,given response,match?,rt,date,frameRate,
18,1,tusk,neutral,short neutral,4,5.41,up,None,0,None,2016_Aug_16_1409,85.0386605376,
18,1,apprehension,negative,long negative,12,3.03,down,down,1,1.30519011099,2016_Aug_16_1409,85.0386605376,
18,1,masturbate,neutral,long neutral,10,5.45,up,up,1,2.34018790442,2016_Aug_16_1409,85.0386605376,
18,1,hairdryer,neutral,long neutral,9,4.84,down,down,1,2.74003357312,2016_Aug_16_1409,85.0386605376,
18,1,hat,neutral,short neutral,3,5.46,down,None,0,None,2016_Aug_16_1409,85.0386605376,
18,1,infection,negative,long negative,9,1.66,up,up,1,2.30487131362,2016_Aug_16_1409,85.0386605376,
18,1,sob,negative,short negative,3,2.03,down,down,1,1.11700921884,2016_Aug_16_1409,85.0386605376,
18,1,fury,negative,short negative,4,3.1,down,down,1,2.0813500972,2016_Aug_16_1409,85.0386605376,
18,1,allergy,negative,long negative,7,3.07,down,down,1,1.26987095439,2016_Aug_16_1409,85.0386605376,
18,1,cocaine,negative,long negative,7,3.37,up,up,1,5.42155115126,2016_Aug_16_1409,85.0386605376,
18,1,immature,negative,long negative,8,3.39,down,down,1,1.7050399491,2016_Aug_16_1409,85.0386605376,
18,1,passage,neutral,long neutral,7,5.28,up,up,1,1.42280100373,2016_Aug_16_1409,85.0386605376,
18,1,subject,neutral,long neutral,7,5.04,down,down,1,2.86938961531,2016_Aug_16_1409,85.0386605376,
18,1,empathy,neutral,long neutral,7,5.32,up,up,1,2.01083750697,2016_Aug_16_1409,85.0386605376,
18,1,pail,neutral,short neutral,4,5.04,down,down,1,1.83639088023,2016_Aug_16_1409,85.0386605376,
18,1,scalding,negative,long negative,8,2.82,up,up,1,2.84592337057,2016_Aug_16_1409,85.0386605376,
18,1,bawl,negative,short negative,4,3.41,up,up,1,3.84558019839,2016_Aug_16_1409,85.0386605376,
18,1,pee,neutral,short neutral,3,5.41,down,down,1,2.24603203114,2016_Aug_16_1409,85.0386605376,
18,1,task,neutral,short neutral,4,4.79,down,down,1,7.84439384885,2016_Aug_16_1409,85.0386605376,
18,1,week,neutral,short neutral,4,5.35,up,up,1,1.7639190011,2016_Aug_16_1409,85.0386605376,
18,1,bolt,neutral,short neutral,4,5.42,down,down,1,1.1522870023,2016_Aug_16_1409,85.0386605376,
18,1,name,neutral,short neutral,4,5.55,up,up,1,1.83442742197,2016_Aug_16_1409,85.0386605376,
18,1,rash,negative,short negative,4,2.54,up,up,1,2.62238451454,2016_Aug_16_1409,85.0386605376,
18,1,irritated,negative,long negative,9,2.23,down,down,1,1.30519492185,2016_Aug_16_1409,85.0386605376,
18,1,pout,negative,short negative,4,2.83,up,up,1,3.92788123549,2016_Aug_16_1409,85.0386605376,
18,1,ache,negative,short negative,4,2.46,down,down,1,1.54041061358,2016_Aug_16_1409,85.0386605376,
18,1,concentrate,neutral,long neutral,11,5.2,down,down,1,1.1307268067,2016_Aug_16_1409,85.0386605376,
18,1,jugs,neutral,short neutral,4,5.65,up,up,1,1.3640014907,2016_Aug_16_1409,85.0386605376,
18,1,cigarette,negative,long negative,9,2.46,down,down,1,1.64624011534,2016_Aug_16_1409,85.0386605376,
18,1,herring,neutral,long neutral,7,5.43,down,down,1,1.61088535865,2016_Aug_16_1409,85.0386605376,
18,1,taxi,neutral,short neutral,4,5.0,up,up,1,7.56230756699,2016_Aug_16_1409,85.0386605376,
18,1,suicide,negative,long negative,7,1.25,up,up,1,1.41100999113,2016_Aug_16_1409,85.0386605376,
18,1,surgery,negative,long negative,7,2.86,up,up,1,1.36399507627,2016_Aug_16_1409,85.0386605376,
18,1,germ,negative,short negative,4,3.35,up,up,1,1.09350480826,2016_Aug_16_1409,85.0386605376,
