SubjNo,List,word,prime_semantics,info,len,ValMn,correct response,given response,match?,rt,date,frameRate,
28,1,rink,neutral,short neutral,4,5.7,up,up,1,1.49332327987,2016_Aug_29_1244,85.0116557107,
28,1,war,negative,short negative,3,2.08,up,up,1,1.05816135867,2016_Aug_29_1244,85.0116557107,
28,1,nuclear,negative,long negative,7,3.25,down,down,1,0.940556408311,2016_Aug_29_1244,85.0116557107,
28,1,confusion,negative,long negative,9,3.46,up,up,1,0.681802233356,2016_Aug_29_1244,85.0116557107,
28,1,hostile,negative,long negative,7,2.73,up,up,1,0.822905595193,2016_Aug_29_1244,85.0116557107,
28,1,wasp,negative,short negative,4,3.37,down,down,1,1.10520789301,2016_Aug_29_1244,85.0116557107,
28,1,hive,negative,short negative,4,3.18,down,down,1,1.99906350164,2016_Aug_29_1244,85.0116557107,
28,1,testicles,neutral,long neutral,9,5.38,up,up,1,3.04583710445,2016_Aug_29_1244,85.0116557107,
28,1,wood,neutral,short neutral,4,5.86,down,down,1,1.21101168121,2016_Aug_29_1244,85.0116557107,
28,1,annoyance,negative,long negative,9,2.97,up,up,1,0.989630205023,2016_Aug_29_1244,85.0116557107,
28,1,fury,negative,short negative,4,3.1,down,down,1,2.18719415471,2016_Aug_29_1244,85.0116557107,
28,1,quit,negative,short negative,4,2.46,up,up,1,1.29338569172,2016_Aug_29_1244,85.0116557107,
28,1,taxi,neutral,short neutral,4,5.0,down,down,1,3.08182045017,2016_Aug_29_1244,85.0116557107,
28,1,body,neutral,short neutral,4,5.55,down,down,1,1.2581053612,2016_Aug_29_1244,85.0116557107,
28,1,decapitate,negative,long negative,10,2.45,down,down,1,0.50539063848,2016_Aug_29_1244,85.0116557107,
28,1,card,neutral,short neutral,4,5.61,up,up,1,0.917036508683,2016_Aug_29_1244,85.0116557107,
28,1,measles,negative,long negative,7,2.74,down,down,1,0.870024291228,2016_Aug_29_1244,85.0116557107,
28,1,hell,negative,short negative,4,2.24,down,down,1,0.658297728222,2016_Aug_29_1244,85.0116557107,
28,1,pale,negative,short negative,4,3.17,up,up,1,0.481881322567,2016_Aug_29_1244,85.0116557107,
28,1,consoled,neutral,long neutral,8,5.78,up,up,1,0.999330980969,2016_Aug_29_1244,85.0116557107,
28,1,mastectomy,negative,long negative,10,2.89,down,down,1,1.12880380295,2016_Aug_29_1244,85.0116557107,
28,1,name,neutral,short neutral,4,5.55,up,up,1,1.13079418268,2016_Aug_29_1244,85.0116557107,
28,1,blister,negative,long negative,7,2.88,down,down,1,1.16407098401,2016_Aug_29_1244,85.0116557107,
28,1,elderly,neutral,long neutral,7,4.86,up,up,1,2.0343255512,2016_Aug_29_1244,85.0116557107,
28,1,aggressive,neutral,long neutral,10,5.1,up,up,1,1.16397797561,2016_Aug_29_1244,85.0116557107,
28,1,carcass,negative,long negative,7,3.34,down,down,1,0.822963324543,2016_Aug_29_1244,85.0116557107,
28,1,despise,negative,long negative,7,2.03,up,up,1,0.881754253851,2016_Aug_29_1244,85.0116557107,
28,1,ache,negative,short negative,4,2.46,down,up,0,2.57536246014,2016_Aug_29_1244,85.0116557107,
28,1,discouraged,negative,long negative,11,3.0,up,up,1,0.930824522658,2016_Aug_29_1244,85.0116557107,
28,1,invader,negative,long negative,7,3.05,up,up,1,1.06992627962,2016_Aug_29_1244,85.0116557107,
28,1,pail,neutral,short neutral,4,5.04,down,down,1,1.31688282032,2016_Aug_29_1244,85.0116557107,
28,1,cocaine,negative,long negative,7,3.37,up,up,1,0.672452644293,2016_Aug_29_1244,85.0116557107,
28,1,newspaper,neutral,long neutral,9,5.52,down,down,1,0.764165339426,2016_Aug_29_1244,85.0116557107,
28,1,herring,neutral,long neutral,7,5.43,down,down,1,1.61091508077,2016_Aug_29_1244,85.0116557107,
28,1,clarinet,neutral,long neutral,8,5.7,up,up,1,1.50506510909,2016_Aug_29_1244,85.0116557107,
28,1,treatment,neutral,long neutral,9,5.24,down,down,1,0.787714745167,2016_Aug_29_1244,85.0116557107,
28,1,hurricane,negative,long negative,9,3.34,down,down,1,1.05813826693,2016_Aug_29_1244,85.0116557107,
28,1,land,neutral,short neutral,4,5.66,up,up,1,0.94054967322,2016_Aug_29_1244,85.0116557107,
28,1,erasure,neutral,long neutral,7,4.84,up,up,1,1.37568048472,2016_Aug_29_1244,85.0116557107,
28,1,pus,negative,short negative,3,2.86,down,up,0,1.36392358173,2016_Aug_29_1244,85.0116557107,
28,1,hate,negative,short negative,4,2.12,down,down,1,1.83439437742,2016_Aug_29_1244,85.0116557107,
28,1,vest,neutral,short neutral,4,5.25,up,up,1,1.54037590787,2016_Aug_29_1244,85.0116557107,
28,1,toothache,negative,long negative,9,1.98,down,up,0,2.36368208062,2016_Aug_29_1244,85.0116557107,
28,1,suicide,negative,long negative,7,1.25,down,down,1,1.14057449684,2016_Aug_29_1244,85.0116557107,
