SubjNo,List,word,prime_semantics,info,len,ValMn,correct response,given response,match?,rt,date,frameRate,
26,1,fear,negative,short negative,4,2.76,down,down,1,0.73098280665,2016_Aug_23_1007,85.0479388288,
26,1,scrotum,neutral,long neutral,7,5.85,up,up,1,0.75236019108,2016_Aug_23_1007,85.0479388288,
26,1,decapitate,negative,long negative,10,2.45,up,up,1,0.928870661883,2016_Aug_23_1007,85.0479388288,
26,1,ridicule,negative,long negative,8,3.13,down,down,1,0.646535499953,2016_Aug_23_1007,85.0479388288,
26,1,pee,neutral,short neutral,3,5.41,down,down,1,0.59945034713,2016_Aug_23_1007,85.0479388288,
26,1,lid,neutral,short neutral,3,5.03,up,down,0,0.705330522964,2016_Aug_23_1007,85.0479388288,
26,1,aggravation,negative,long negative,11,2.1,up,up,1,0.639266984072,2016_Aug_23_1007,85.0479388288,
26,1,area,neutral,short neutral,4,5.45,up,up,1,0.81315812096,2016_Aug_23_1007,85.0479388288,
26,1,arm,neutral,short neutral,3,5.34,up,up,1,1.15232933755,2016_Aug_23_1007,85.0479388288,
26,1,mushroom,neutral,long neutral,8,5.78,up,up,1,0.84651927161,2016_Aug_23_1007,85.0479388288,
26,1,wolf,neutral,short neutral,4,5.0,down,down,1,0.681754912133,2016_Aug_23_1007,85.0479388288,
26,1,flee,negative,short negative,4,3.29,down,down,1,0.752427221858,2016_Aug_23_1007,85.0479388288,
26,1,wood,neutral,short neutral,4,5.86,up,up,1,1.12874538801,2016_Aug_23_1007,85.0479388288,
26,1,army,neutral,short neutral,4,4.72,down,down,1,1.24703172059,2016_Aug_23_1007,85.0479388288,
26,1,crushed,negative,long negative,7,2.21,down,down,1,0.602102394914,2016_Aug_23_1007,85.0479388288,
26,1,cripple,negative,long negative,7,2.89,down,down,1,0.764115603524,2016_Aug_23_1007,85.0479388288,
26,1,irritated,negative,long negative,9,2.23,up,up,1,0.661060023704,2016_Aug_23_1007,85.0479388288,
26,1,antique,neutral,long neutral,7,5.39,down,down,1,0.858237480279,2016_Aug_23_1007,85.0479388288,
26,1,mob,negative,short negative,3,3.27,up,up,1,0.70738217968,2016_Aug_23_1007,85.0479388288,
26,1,cord,neutral,short neutral,4,5.1,down,down,1,0.576003666501,2016_Aug_23_1007,85.0479388288,
26,1,oath,neutral,short neutral,4,5.57,down,down,1,0.952313173213,2016_Aug_23_1007,85.0479388288,
26,1,starving,negative,long negative,8,2.39,up,up,1,0.940561609343,2016_Aug_23_1007,85.0479388288,
26,1,fact,neutral,short neutral,4,5.55,down,down,1,0.660327495309,2016_Aug_23_1007,85.0479388288,
26,1,hospital,neutral,long neutral,8,5.04,up,up,1,0.717113196733,2016_Aug_23_1007,85.0479388288,
26,1,empathy,neutral,long neutral,7,5.32,up,up,1,1.03471042681,2016_Aug_23_1007,85.0479388288,
26,1,burdened,negative,long negative,8,2.5,up,up,1,0.78768832772,2016_Aug_23_1007,85.0479388288,
26,1,body,neutral,short neutral,4,5.55,down,down,1,0.658339982969,2016_Aug_23_1007,85.0479388288,
26,1,shun,negative,short negative,4,2.97,down,down,1,0.705332447309,2016_Aug_23_1007,85.0479388288,
26,1,carcass,negative,long negative,7,3.34,up,up,1,0.811213264475,2016_Aug_23_1007,85.0479388288,
26,1,cram,negative,short negative,4,3.16,up,up,1,0.811213264475,2016_Aug_23_1007,85.0479388288,
26,1,rape,negative,short negative,4,1.25,up,up,1,0.728895550012,2016_Aug_23_1007,85.0479388288,
26,1,van,neutral,short neutral,3,4.97,down,down,1,0.822957451805,2016_Aug_23_1007,85.0479388288,
26,1,raft,neutral,short neutral,4,5.72,down,down,1,0.787673253915,2016_Aug_23_1007,85.0479388288,
26,1,dent,negative,short negative,4,2.93,up,up,1,0.752392263152,2016_Aug_23_1007,85.0479388288,
26,1,nursery,neutral,long neutral,7,5.73,down,down,1,0.811216471717,2016_Aug_23_1007,85.0479388288,
26,1,lighthouse,neutral,long neutral,10,5.89,down,down,1,0.740632360568,2016_Aug_23_1007,85.0479388288,
26,1,card,neutral,short neutral,4,5.61,up,up,1,0.811169325723,2016_Aug_23_1007,85.0479388288,
26,1,cult,negative,short negative,4,2.48,up,up,1,0.740644547972,2016_Aug_23_1007,85.0479388288,
26,1,clarinet,neutral,long neutral,8,5.7,up,up,1,0.728884324664,2016_Aug_23_1007,85.0479388288,
26,1,cat,neutral,short neutral,3,5.72,down,down,1,0.72885129042,2016_Aug_23_1007,85.0479388288,
26,1,stun,neutral,short neutral,4,4.93,up,up,1,0.787697628723,2016_Aug_23_1007,85.0479388288,
26,1,conquest,neutral,long neutral,8,5.85,down,down,1,0.705393384327,2016_Aug_23_1007,85.0479388288,
26,1,slob,negative,short negative,4,3.12,up,up,1,0.740628832602,2016_Aug_23_1007,85.0479388288,
26,1,weep,negative,short negative,4,1.8,up,up,1,0.775867167278,2016_Aug_23_1007,85.0479388288,
26,1,blister,negative,long negative,7,2.88,down,down,1,0.859025493497,2016_Aug_23_1007,85.0479388288,
26,1,shoplifter,negative,long negative,10,2.93,down,down,1,0.670063323225,2016_Aug_23_1007,85.0479388288,
26,1,sympathy,neutral,long neutral,8,5.33,down,down,1,0.917024805909,2016_Aug_23_1007,85.0479388288,
26,1,clot,negative,short negative,4,3.13,up,up,1,3.59869985841,2016_Aug_23_1007,85.0479388288,
26,1,slap,negative,short negative,4,2.95,up,up,1,0.799447588855,2016_Aug_23_1007,85.0479388288,
26,1,flu,negative,short negative,3,2.52,down,down,1,1.95204248419,2016_Aug_23_1007,85.0479388288,
26,1,dumb,negative,short negative,4,3.0,down,down,1,0.799525845097,2016_Aug_23_1007,85.0479388288,
26,1,temptation,neutral,long neutral,10,4.94,up,up,1,0.999395118793,2016_Aug_23_1007,85.0479388288,
26,1,cabinet,neutral,long neutral,7,5.05,up,up,1,1.70503994904,2016_Aug_23_1007,85.0479388288,
26,1,arch,neutral,short neutral,4,5.37,down,down,1,0.964143313817,2016_Aug_23_1007,85.0479388288,
26,1,fake,negative,short negative,4,3.1,up,up,1,1.04643569142,2016_Aug_23_1007,85.0479388288,
26,1,explosion,neutral,long neutral,9,5.18,down,down,1,0.905965038692,2016_Aug_23_1007,85.0479388288,
26,1,burn,negative,short negative,4,2.73,down,down,1,0.881810525316,2016_Aug_23_1007,85.0479388288,
26,1,vine,neutral,short neutral,4,5.36,down,down,1,0.822913833661,2016_Aug_23_1007,85.0479388288,
26,1,curtains,neutral,long neutral,8,4.83,down,down,1,0.764161466621,2016_Aug_23_1007,85.0479388288,
26,1,teacher,neutral,long neutral,7,5.68,down,down,1,1.74028405675,2016_Aug_23_1007,85.0479388288,
26,1,rash,negative,short negative,4,2.54,down,down,1,1.38762007817,2016_Aug_23_1007,85.0479388288,
26,1,hate,negative,short negative,4,2.12,up,up,1,1.17585716082,2016_Aug_23_1007,85.0479388288,
26,1,anguished,negative,long negative,9,2.12,down,down,1,0.952365450794,2016_Aug_23_1007,85.0479388288,
26,1,lamp,neutral,short neutral,4,5.41,up,up,1,0.964082056074,2016_Aug_23_1007,85.0479388288,
26,1,name,neutral,short neutral,4,5.55,up,up,1,1.15226647619,2016_Aug_23_1007,85.0479388288,
26,1,greyhound,neutral,long neutral,9,5.42,up,up,1,1.15231073578,2016_Aug_23_1007,85.0479388288,
26,1,problem,negative,long negative,7,2.74,up,up,1,1.46982393658,2016_Aug_23_1007,85.0479388288,
26,1,hurricane,negative,long negative,9,3.34,down,down,1,0.764137412654,2016_Aug_23_1007,85.0479388288,
26,1,subject,neutral,long neutral,7,5.04,up,up,1,0.693549773423,2016_Aug_23_1007,85.0479388288,
26,1,aggravated,negative,long negative,10,2.66,up,up,1,0.811186323874,2016_Aug_23_1007,85.0479388288,
26,1,odor,negative,short negative,4,2.52,down,down,1,0.71713853383,2016_Aug_23_1007,85.0479388288,
26,1,erasure,neutral,long neutral,7,4.84,up,up,1,0.775874543935,2016_Aug_23_1007,85.0479388288,
26,1,lane,neutral,short neutral,4,5.39,down,down,1,0.623067651759,2016_Aug_23_1007,85.0479388288,
26,1,decompose,negative,long negative,9,3.2,down,down,1,0.660853799665,2016_Aug_23_1007,85.0479388288,
26,1,fury,negative,short negative,4,3.1,down,down,1,0.893488643924,2016_Aug_23_1007,85.0479388288,
26,1,whistle,neutral,long neutral,7,5.81,down,down,1,0.764171729796,2016_Aug_23_1007,85.0479388288,
26,1,horrible,negative,long negative,8,2.28,down,down,1,0.707861337927,2016_Aug_23_1007,85.0479388288,
26,1,howl,neutral,short neutral,4,4.9,up,up,1,0.670030609588,2016_Aug_23_1007,85.0479388288,
26,1,hell,negative,short negative,4,2.24,up,up,1,0.740561160259,2016_Aug_23_1007,85.0479388288,
26,1,jug,neutral,short neutral,3,5.24,up,up,1,0.578185215476,2016_Aug_23_1007,85.0479388288,
26,1,kerchief,neutral,long neutral,8,5.11,down,down,1,0.670064606122,2016_Aug_23_1007,85.0479388288,
26,1,daze,neutral,short neutral,4,5.04,up,up,1,0.705333730206,2016_Aug_23_1007,85.0479388288,
26,1,irritate,negative,long negative,8,3.11,down,down,1,0.646558912704,2016_Aug_23_1007,85.0479388288,
26,1,dump,negative,short negative,4,3.21,down,down,1,0.625642726198,2016_Aug_23_1007,85.0479388288,
26,1,foul,negative,short negative,4,2.81,down,down,1,0.787677102489,2016_Aug_23_1007,85.0479388288,
26,1,clay,neutral,short neutral,4,5.33,up,up,1,0.799421289819,2016_Aug_23_1007,85.0479388288,
