SubjNo,List,word,prime_semantics,info,len,ValMn,correct response,given response,match?,rt,date,frameRate,
19,1,aggressive,neutral,long neutral,10,5.1,up,up,1,0.77587261959,2016_Aug_16_1447,85.0252105727,
19,1,confusion,negative,long negative,9,3.46,down,down,1,0.728989200667,2016_Aug_16_1447,85.0252105727,
19,1,week,neutral,short neutral,4,5.35,up,up,1,1.23456975824,2016_Aug_16_1447,85.0252105727,
19,1,handicapped,negative,long negative,11,3.23,down,down,1,0.740583610896,2016_Aug_16_1447,85.0252105727,
19,1,sympathy,neutral,long neutral,8,5.33,down,down,1,0.95235935715,2016_Aug_16_1447,85.0252105727,
19,1,fire,negative,short negative,4,3.22,up,up,1,1.19931602885,2016_Aug_16_1447,85.0252105727,
19,1,irritate,negative,long negative,8,3.11,down,down,1,0.799377030169,2016_Aug_16_1447,85.0252105727,
19,1,pint,neutral,short neutral,4,5.41,up,up,1,0.846445505565,2016_Aug_16_1447,85.0252105727,
19,1,smallpox,negative,long negative,8,2.52,up,up,1,0.917088629561,2016_Aug_16_1447,85.0252105727,
19,1,infection,negative,long negative,9,1.66,down,down,1,0.576056264865,2016_Aug_16_1447,85.0252105727,
19,1,whistle,neutral,long neutral,7,5.81,up,up,1,0.693561640102,2016_Aug_16_1447,85.0252105727,
19,1,barn,neutral,short neutral,4,5.48,up,up,1,0.693586335692,2016_Aug_16_1447,85.0252105727,
19,1,raft,neutral,short neutral,4,5.72,up,up,1,0.717081445327,2016_Aug_16_1447,85.0252105727,
19,1,crushed,negative,long negative,7,2.21,down,down,1,0.61122949305,2016_Aug_16_1447,85.0252105727,
19,1,lack,negative,short negative,4,3.21,down,down,1,0.66093045217,2016_Aug_16_1447,85.0252105727,
19,1,bulb,neutral,short neutral,4,5.17,down,down,1,0.611252264294,2016_Aug_16_1447,85.0252105727,
19,1,depressed,negative,long negative,9,1.83,up,up,1,0.752407337073,2016_Aug_16_1447,85.0252105727,
19,1,complex,neutral,long neutral,7,5.25,up,up,1,0.625338361424,2016_Aug_16_1447,85.0252105727,
19,1,aggravated,negative,long negative,10,2.66,up,up,1,0.602155634668,2016_Aug_16_1447,85.0252105727,
19,1,shoplifter,negative,long negative,10,2.93,up,up,1,0.834702921915,2016_Aug_16_1447,85.0252105727,
19,1,egg,neutral,short neutral,3,5.29,down,down,1,0.576006873744,2016_Aug_16_1447,85.0252105727,
