SubjNo,List,word,prime_semantics,info,len,ValMn,correct response,given response,match?,rt,date,frameRate,
16,1,monk,neutral,short neutral,4,5.18,up,up,1,1.04635711462,2016_Aug_15_1512,85.0126920635,
16,1,pry,negative,short negative,3,3.47,down,down,1,1.19933142356,2016_Aug_15_1512,85.0126920635,
16,1,weep,negative,short negative,4,1.8,up,up,1,0.952388542821,2016_Aug_15_1512,85.0126920635,
16,1,scalding,negative,long negative,8,2.82,up,up,1,1.10524322256,2016_Aug_15_1512,85.0126920635,
16,1,annoyance,negative,long negative,9,2.97,up,up,1,1.17579686514,2016_Aug_15_1512,85.0126920635,
16,1,burn,negative,short negative,4,2.73,up,up,1,0.881789357692,2016_Aug_15_1512,85.0126920635,
16,1,enraged,negative,long negative,7,2.46,up,up,1,1.44632177107,2016_Aug_15_1512,85.0126920635,
16,1,glacier,neutral,long neutral,7,5.5,up,up,1,0.975849335198,2016_Aug_15_1512,85.0126920635,
16,1,mile,neutral,short neutral,4,5.24,down,down,1,1.01113128808,2016_Aug_15_1512,85.0126920635,
16,1,decapitate,negative,long negative,10,2.45,down,down,1,0.707352673286,2016_Aug_15_1512,85.0126920635,
16,1,gate,neutral,short neutral,4,5.52,down,down,1,0.846472766891,2016_Aug_15_1512,85.0126920635,
16,1,yolk,neutral,short neutral,4,5.48,down,down,1,0.811231545697,2016_Aug_15_1512,85.0126920635,
16,1,antique,neutral,long neutral,7,5.39,up,up,1,0.752345117042,2016_Aug_15_1512,85.0126920635,
16,1,van,neutral,short neutral,3,4.97,up,up,1,0.775938046805,2016_Aug_15_1512,85.0126920635,
16,1,wood,neutral,short neutral,4,5.86,down,down,1,0.81119209691,2016_Aug_15_1512,85.0126920635,
16,1,area,neutral,short neutral,4,5.45,up,up,1,1.03464564105,2016_Aug_15_1512,85.0126920635,
16,1,bulb,neutral,short neutral,4,5.17,up,up,1,1.68152687908,2016_Aug_15_1512,85.0126920635,
16,1,soak,neutral,short neutral,4,5.38,down,down,1,0.775905974675,2016_Aug_15_1512,85.0126920635,
16,1,terrified,negative,long negative,9,1.72,up,up,1,0.846473729063,2016_Aug_15_1512,85.0126920635,
16,1,fake,negative,short negative,4,3.1,down,down,1,0.893552788242,2016_Aug_15_1512,85.0126920635,
16,1,sin,negative,short negative,3,2.8,down,down,1,0.928787274286,2016_Aug_15_1512,85.0126920635,
16,1,nursery,neutral,long neutral,7,5.73,up,up,1,0.717311723565,2016_Aug_15_1512,85.0126920635,
16,1,punishment,negative,long negative,10,2.22,up,up,1,1.0699670426,2016_Aug_15_1512,85.0126920635,
16,1,handicap,negative,long negative,8,3.29,down,down,1,0.65829444048,2016_Aug_15_1512,85.0126920635,
16,1,problem,negative,long negative,7,2.74,down,down,1,0.658305665769,2016_Aug_15_1512,85.0126920635,
16,1,pee,neutral,short neutral,3,5.41,down,down,1,0.681813924923,2016_Aug_15_1512,85.0126920635,
16,1,net,neutral,short neutral,3,4.8,up,up,1,1.07062003203,2016_Aug_15_1512,85.0126920635,
16,1,hate,negative,short negative,4,2.12,up,up,1,0.799422572658,2016_Aug_15_1512,85.0126920635,
16,1,ache,negative,short negative,4,2.46,up,up,1,1.02287643746,2016_Aug_15_1512,85.0126920635,
16,1,mastectomy,negative,long negative,10,2.89,up,up,1,0.858257685788,2016_Aug_15_1512,85.0126920635,
