SubjNo,List,word,prime_semantics,info,len,ValMn,correct response,given response,match?,rt,date,frameRate,
14,1,dumb,negative,short negative,4,3.0,up,up,1,1.56386755733,2016_Aug_15_1133,85.0581472963,
14,1,consoled,neutral,long neutral,8,5.78,down,down,1,1.7991441862,2016_Aug_15_1133,85.0581472963,
14,1,handicapped,negative,long negative,11,3.23,up,up,1,2.57530930405,2016_Aug_15_1133,85.0581472963,
14,1,arch,neutral,short neutral,4,5.37,down,down,1,2.50478997862,2016_Aug_15_1133,85.0581472963,
14,1,antique,neutral,long neutral,7,5.39,up,up,1,1.71683865902,2016_Aug_15_1133,85.0581472963,
14,1,feat,neutral,short neutral,4,5.62,up,up,1,2.76354311523,2016_Aug_15_1133,85.0581472963,
14,1,arm,neutral,short neutral,3,5.34,down,down,1,2.46947755717,2016_Aug_15_1133,85.0581472963,
14,1,gate,neutral,short neutral,4,5.52,up,up,1,4.78721109388,2016_Aug_15_1133,85.0581472963,
14,1,wasp,negative,short negative,4,3.37,up,up,1,4.01025892503,2016_Aug_15_1133,85.0581472963,
14,1,hive,negative,short negative,4,3.18,up,up,1,4.63361233985,2016_Aug_15_1133,85.0581472963,
14,1,murderer,negative,long negative,8,1.53,up,up,1,2.42247803695,2016_Aug_15_1133,85.0581472963,
14,1,mastectomy,negative,long negative,10,2.89,down,down,1,2.69297119149,2016_Aug_15_1133,85.0581472963,
14,1,blackmail,negative,long negative,9,2.95,down,down,1,1.19931121811,2016_Aug_15_1133,85.0581472963,
14,1,lightbulb,neutral,long neutral,9,5.61,up,up,1,1.01113225025,2016_Aug_15_1133,85.0581472963,
14,1,nun,neutral,short neutral,3,4.93,down,down,1,1.89321121963,2016_Aug_15_1133,85.0581472963,
14,1,net,neutral,short neutral,3,4.8,down,down,1,2.29312744708,2016_Aug_15_1133,85.0581472963,
14,1,hostile,negative,long negative,7,2.73,down,down,1,1.57574195758,2016_Aug_15_1133,85.0581472963,
14,1,slap,negative,short negative,4,2.95,down,down,1,0.822949433699,2016_Aug_15_1133,85.0581472963,
14,1,bolt,neutral,short neutral,4,5.42,up,up,1,1.43477065832,2016_Aug_15_1133,85.0581472963,
14,1,end,negative,short negative,3,3.44,up,up,1,1.55217211979,2016_Aug_15_1133,85.0581472963,
14,1,punishment,negative,long negative,10,2.22,up,up,1,1.18759300932,2016_Aug_15_1133,85.0581472963,
14,1,cigarette,negative,long negative,9,2.46,up,up,1,1.24637873127,2016_Aug_15_1133,85.0581472963,
14,1,rash,negative,short negative,4,2.54,down,down,1,0.870061527239,2016_Aug_15_1133,85.0581472963,
14,1,cult,negative,short negative,4,2.48,down,down,1,1.38746260386,2016_Aug_15_1133,85.0581472963,
14,1,job,neutral,short neutral,3,5.83,up,up,1,1.41103981825,2016_Aug_15_1133,85.0581472963,
14,1,pig,neutral,short neutral,3,5.07,up,up,1,2.89294918999,2016_Aug_15_1133,85.0581472963,
14,1,apprehension,negative,long negative,12,3.03,down,down,1,1.30515611451,2016_Aug_15_1133,85.0581472963,
14,1,history,neutral,long neutral,7,5.24,down,down,1,1.32877085335,2016_Aug_15_1133,85.0581472963,
14,1,boyfriend,neutral,long neutral,9,5.74,down,down,1,1.34045474487,2016_Aug_15_1133,85.0581472963,
14,1,greyhound,neutral,long neutral,9,5.42,down,down,1,0.811440976919,2016_Aug_15_1133,85.0581472963,
14,1,starving,negative,long negative,8,2.39,up,up,1,0.987605389149,2016_Aug_15_1133,85.0581472963,
14,1,tire,neutral,short neutral,4,4.97,down,down,1,1.20179552835,2016_Aug_15_1133,85.0581472963,
14,1,vest,neutral,short neutral,4,5.25,up,up,1,1.34048264771,2016_Aug_15_1133,85.0581472963,
14,1,despise,negative,long negative,7,2.03,down,down,1,0.835429677274,2016_Aug_15_1133,85.0581472963,
14,1,rot,negative,short negative,3,2.68,up,up,1,1.25811393833,2016_Aug_15_1133,85.0581472963,
14,1,violent,negative,long negative,7,2.29,down,down,1,0.858262496593,2016_Aug_15_1133,85.0581472963,
14,1,anguished,negative,long negative,9,2.12,down,down,1,0.952343962446,2016_Aug_15_1133,85.0581472963,
