SubjNo,List,word,prime_semantics,info,len,ValMn,correct response,given response,match?,rt,date,frameRate,
22,1,cocaine,negative,long negative,7,3.37,down,down,1,1.12869599694,2016_Aug_19_0900,85.0173281233,
22,1,invader,negative,long negative,7,3.05,up,up,1,2.89301429654,2016_Aug_19_0900,85.0173281233,
22,1,defy,neutral,short neutral,4,5.4,up,up,1,1.91667842644,2016_Aug_19_0900,85.0173281233,
22,1,ridicule,negative,long negative,8,3.13,down,down,1,1.04644980317,2016_Aug_19_0900,85.0173281233,
22,1,decapitate,negative,long negative,10,2.45,up,up,1,1.16397666687,2016_Aug_19_0900,85.0173281233,
22,1,rat,negative,short negative,3,3.02,up,up,1,1.69328998879,2016_Aug_19_0900,85.0173281233,
22,1,umbrella,neutral,long neutral,8,5.16,down,down,1,0.846467955969,2016_Aug_19_0900,85.0173281233,
22,1,sympathy,neutral,long neutral,8,5.33,up,up,1,1.68148999603,2016_Aug_19_0900,85.0173281233,
22,1,rash,negative,short negative,4,2.54,up,up,1,1.49336426798,2016_Aug_19_0900,85.0173281233,
22,1,missiles,negative,long negative,8,3.17,down,down,1,0.658340945141,2016_Aug_19_0900,85.0173281233,
22,1,hour,neutral,short neutral,4,5.1,up,up,1,1.39927093545,2016_Aug_19_0900,85.0173281233,
22,1,handicapped,negative,long negative,11,3.23,up,up,1,0.952351339045,2016_Aug_19_0900,85.0173281233,
22,1,subject,neutral,long neutral,7,5.04,down,down,1,0.822971563553,2016_Aug_19_0900,85.0173281233,
22,1,fake,negative,short negative,4,3.1,up,up,1,1.36396460771,2016_Aug_19_0900,85.0173281233,
22,1,repulsed,negative,long negative,8,2.48,up,up,1,0.975843882887,2016_Aug_19_0900,85.0173281233,
22,1,land,neutral,short neutral,4,5.66,down,down,1,0.775912068319,2016_Aug_19_0900,85.0173281233,
22,1,rot,negative,short negative,3,2.68,up,up,1,0.881728099892,2016_Aug_19_0900,85.0173281233,
22,1,oath,neutral,short neutral,4,5.57,down,down,1,0.822975412128,2016_Aug_19_0900,85.0173281233,
22,1,bulb,neutral,short neutral,4,5.17,down,down,1,0.964089111891,2016_Aug_19_0900,85.0173281233,
22,1,religion,neutral,long neutral,8,5.07,down,down,1,0.67005787103,2016_Aug_19_0900,85.0173281233,
22,1,ketchup,neutral,long neutral,7,5.6,down,down,1,0.905302427709,2016_Aug_19_0900,85.0173281233,
22,1,rob,negative,short negative,3,2.8,up,down,0,0.611224040855,2016_Aug_19_0900,85.0173281233,
22,1,pus,negative,short negative,3,2.86,down,down,1,0.705327636446,2016_Aug_19_0900,85.0173281233,
22,1,calf,neutral,short neutral,4,5.39,up,up,1,1.17580937326,2016_Aug_19_0900,85.0173281233,
22,1,herring,neutral,long neutral,7,5.43,down,down,1,0.658295402653,2016_Aug_19_0900,85.0173281233,
22,1,cram,negative,short negative,4,3.16,up,up,1,0.858224330703,2016_Aug_19_0900,85.0173281233,
22,1,huge,neutral,short neutral,4,5.39,down,down,1,0.670063002501,2016_Aug_19_0900,85.0173281233,
22,1,die,negative,short negative,3,2.48,down,down,1,1.04639111122,2016_Aug_19_0900,85.0173281233,
22,1,nag,negative,short negative,3,2.9,up,up,1,1.3051654154,2016_Aug_19_0900,85.0173281233,
22,1,hurricane,negative,long negative,9,3.34,down,down,1,0.787646313198,2016_Aug_19_0900,85.0173281233,
22,1,cord,neutral,short neutral,4,5.1,up,up,1,1.28163117776,2016_Aug_19_0900,85.0173281233,
22,1,pig,neutral,short neutral,3,5.07,down,down,1,0.728820180404,2016_Aug_19_0900,85.0173281233,
22,1,knitting,neutral,long neutral,8,4.94,down,down,1,0.752358908067,2016_Aug_19_0900,85.0173281233,
22,1,bolt,neutral,short neutral,4,5.42,up,up,1,0.905318784527,2016_Aug_19_0900,85.0173281233,
22,1,aggravation,negative,long negative,11,2.1,up,up,1,0.881809883867,2016_Aug_19_0900,85.0173281233,
22,1,card,neutral,short neutral,4,5.61,down,down,1,1.09349262086,2016_Aug_19_0900,85.0173281233,
22,1,evil,negative,short negative,4,3.23,down,down,1,1.38754823653,2016_Aug_19_0900,85.0173281233,
22,1,headache,negative,long negative,8,2.02,down,down,1,0.660865987069,2016_Aug_19_0900,85.0173281233,
22,1,masturbate,neutral,long neutral,10,5.45,up,up,1,0.650925538619,2016_Aug_19_0900,85.0173281233,
22,1,allergy,negative,long negative,7,3.07,up,up,1,0.928835703176,2016_Aug_19_0900,85.0173281233,
22,1,jail,negative,short negative,4,1.95,up,up,1,0.811267787241,2016_Aug_19_0900,85.0173281233,
22,1,vine,neutral,short neutral,4,5.36,up,up,1,0.940561288618,2016_Aug_19_0900,85.0173281233,
