Unnamed: 0,Condition,Contrast,List,MeanAffectivity,SubjNo,correct response,date,experiment_name,frameRate,given response,match?,participant,perceptual rating,prime,prime_semantics,rt,session,PairID,W1 score,W2 score
3597,New,50,1,1.272727273,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,The elephant caught the poacher,Neutral sentence,1.53434205055,1,8.0,,
3598,Sklar_Hebrew_neutral,50,1,1.45,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,תיקרה גבוהה,Hebrew,1.3529279232,1,,,
3599,New,50,1,-4.627906977,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,The car dragged Claire,Negative sentence,1.7373290062,1,12.0,,
3600,New,50,1,-1.113636364,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,The bridge went over Claire,Neutral sentence,1.4353110790299999,1,20.0,,
3601,New,50,1,2.255813953,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,The cat licked Sally,Neutral sentence,1.42820906639,1,24.0,,
3602,Sklar_Hebrew_neutral,50,1,0.2,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,מגרש חנייה,Hebrew,1.41182518005,1,,,
3603,Sklar_Hebrew_neutral,50,1,0.95,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,מהדק נייר,Hebrew,1.22352290154,1,,,
3604,New,50,1,0.071428571,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,The pig was a male,Neutral sentence,1.2353658676100001,1,18.0,,
3605,Sklar_Hebrew_negative,80,1,-3.85,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,נרדם בנהיגה,Hebrew,1.0048141479500001,1,,,
3606,Sklar,50,1,0.292682927,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,wooden stool,Neutral phrase,1.4046590328200002,1,1017.0,0.295454545,-0.14285714300000002
3607,Sklar_Hebrew_neutral,50,1,0.1,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,פסי האטה,Hebrew,2.56459712982,1,,,
3608,Sklar_Hebrew_neutral,80,1,-0.2,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,גלגל שיניים,Hebrew,1.1765739917799998,1,,,
3609,New,50,1,-2.23255814,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,The male was a pig,Negative sentence,1.1697161197700001,1,18.0,,
3610,Sklar_Hebrew_negative,80,1,-4.1,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,0,,2,סחר בנשים,Hebrew,1.08233094215,1,,,
3611,Sklar_Hebrew_negative,50,1,-3.85,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,מצב צמח,Hebrew,1.93427085876,1,,,
3612,New,50,1,-4.658536585,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,The boar ate Bobby,Negative sentence,1.1765961647,1,3.0,,
3613,Sklar_Hebrew_negative,80,1,-2.05,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,שיער פנים,Hebrew,0.9294929504389999,1,,,
3614,Sklar_Hebrew_negative,80,1,-3.55,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,רכב הפוך,Hebrew,1.70187902451,1,,,
3615,Sklar,50,1,0.674418605,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,helicopter pad,Neutral phrase,1.33408093452,1,1011.0,0.7142857140000001,0.27906976699999997
3616,Sklar_Hebrew_neutral,50,1,0.35,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,מנחת מסוקים,Hebrew,1.28260183334,1,,,
3617,Sklar,50,1,-3.5111111110000004,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,root canal,Negative phrase,1.5727109909099999,1,1024.0,0.590909091,0.428571429
3618,Sklar_Hebrew_neutral,80,1,0.2,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,מגרש חנייה,Hebrew,1.61662197113,1,,,
3619,Sklar_Hebrew_negative,50,1,2.25,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,פנס בעין,Hebrew,1.1883430481000001,1,,,
3620,New,50,1,-3.222222222,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,The officer crushed the car,Neutral sentence,1.7881040573099998,1,9.0,,
3621,Sklar,50,1,2.11627907,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,ironed shirt,Neutral phrase,1.5257949829100002,1,1006.0,0.837209302,0.7111111109999999
3622,Sklar_Hebrew_negative,50,1,-2.15,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,מגולח ראש,Hebrew,1.57628512383,1,,,
3623,Sklar_Hebrew_negative,50,1,-2.68,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,טיפול שורש,Hebrew,1.57668304443,1,,,
3624,Sklar_Hebrew_negative,80,1,2.25,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,פנס בעין,Hebrew,1.8349020481099998,1,,,
3625,Sklar,50,1,0.454545455,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,windshield,Neutral phrase,1.41960287094,1,1016.0,0.477272727,1.5681818180000002
3626,New,50,1,-3.933333333,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,The fish ate the people,Negative sentence,1.43507504463,1,25.0,,
3627,Sklar,50,1,0.214285714,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,cogwheel,Neutral phrase,1.17646503448,1,1003.0,-0.023255814,0.80952381
3628,Sklar,50,1,0.681818182,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,hand rail,Neutral phrase,1.2433640956899998,1,1007.0,0.704545455,0.348837209
3629,Sklar,50,1,0.813953488,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,high ceiling,Neutral phrase,1.28245615959,1,1020.0,0.568181818,0.31707317100000004
3630,New,50,1,-2.80952381,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,The dog scared the child,Negative sentence,1.1815121173899998,1,26.0,,
3631,Sklar,50,1,-3.488372093,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,foot fungus,Negative phrase,2.5810689926099997,1,1029.0,0.37209302299999997,-1.727272727
3632,Sklar_Hebrew_neutral,80,1,-0.3,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,שמשה קדמית,Hebrew,1.4707190990399999,1,,,
3633,Sklar_Hebrew_negative,80,1,-3.35,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,פיטריות ברגליים,Hebrew,1.45869207382,1,,,
3634,New,50,1,-3.536585366,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,The washer spun the child,Negative sentence,1.78826999664,1,27.0,,
3635,Sklar_Hebrew_negative,50,1,-3.54,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,מנת יתר,Hebrew,1.3460478782700003,1,,,
3636,Sklar_Hebrew_negative,80,1,-2.15,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,מגולח ראש,Hebrew,1.33424186707,1,,,
3637,New,50,1,-4.023255814,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,The attacker followed the journalist,Negative sentence,2.02330684662,1,21.0,,
3638,Sklar_Hebrew_negative,50,1,-1.74,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,פיק ברכיים,Hebrew,1.5411820411700001,1,,,
3639,Sklar_Hebrew_negative,50,1,-3.35,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,פיטריות ברגליים,Hebrew,2.25868988037,1,,,
3640,Sklar_Hebrew_neutral,50,1,1.9,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,חולצה מגוהצת,Hebrew,1.3058137893700001,1,,,
3641,New,50,1,-4.243902439,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,The brick hit the baby,Negative sentence,2.12926411629,1,10.0,,
3642,Sklar_Hebrew_neutral,50,1,1.65,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,ארגז חול,Hebrew,1.20469999313,1,,,
3643,New,50,1,-4.302325581,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,kidnap,Negative phrase,1.2706608772299999,1,1040.0,1.8536585369999998,2.113636364
3644,Sklar_Hebrew_negative,50,1,-3.55,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,רכב הפוך,Hebrew,3.10542607307,1,,,
3645,Sklar_Hebrew_neutral,50,1,1.95,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,סבון גוף,Hebrew,2.09371399879,1,,,
3646,New,50,1,-1.75,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,The baby kicked john,Neutral sentence,1.7763650417299999,1,13.0,,
3647,Sklar_Hebrew_neutral,80,1,0.35,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,שרפרף מעץ,Hebrew,1.26378297806,1,,,
3648,New,50,1,0.522727273,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,letterbox,Neutral phrase,2.31036400795,1,1018.0,0.8444444440000001,0.244186047
3649,Sklar_Hebrew_negative,50,1,-4.7,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,תינוק בתנור,Hebrew,1.58133792877,1,,,
3650,New,50,1,-2.585365854,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,The toddler slapped dad,Neutral sentence,2.4045572280900003,1,5.0,,
3651,Sklar_Hebrew_negative,50,1,-4.35,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,מחנה ריכוז,Hebrew,1.5491201877599998,1,,,
3652,New,50,1,1.931818182,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,Sam hit the ball,Neutral sentence,1.2285399437,1,16.0,,
3653,Sklar,50,1,0.325581395,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,gear shift,Neutral phrase,2.08984804153,1,1010.0,0.428571429,0.333333333
3654,Sklar_Hebrew_negative,50,1,-2.7,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,לקפוץ מהגג,Hebrew,2.9289431572000004,1,,,
3655,Sklar_Hebrew_neutral,50,1,-0.3,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,שמשה קדמית,Hebrew,2.09377408028,1,,,
3656,Sklar_Hebrew_neutral,80,1,1.15,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,גג-רעפים,Hebrew,1.4903969764700002,1,,,
3657,Sklar_Hebrew_neutral,80,1,0.35,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,מנחת מסוקים,Hebrew,1.37632393837,1,,,
3658,New,50,1,-2.644444444,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,The ball hit Sam,Negative sentence,1.5881690978999998,1,16.0,,
3659,Sklar_Hebrew_neutral,80,1,0.85,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,תיק גב,Hebrew,1.79969882965,1,,,
3660,Sklar_Hebrew_neutral,80,1,2.05,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,ארון בגדים,Hebrew,1.1460509300200001,1,,,
3661,New,50,1,-4.511627907,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,The snake ate the man,Negative sentence,1.48246097565,1,29.0,,
3662,Sklar_Hebrew_negative,80,1,-1.74,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,פיק ברכיים,Hebrew,1.16468095779,1,,,
3663,Sklar_Hebrew_negative,50,1,-2.15,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,תשעה באב,Hebrew,1.9643769264200002,1,,,
3664,New,50,1,-4.363636364,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,Dad slapped the toddler,Negative sentence,1.8638150692,1,5.0,,
3665,Sklar_Hebrew_negative,50,1,-2.25,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,סוף העולם,Hebrew,1.3763959407799997,1,,,
3666,New,50,1,-3.5348837210000004,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,frost bite,Negative phrase,1.16949105263,1,1042.0,-0.813953488,-1.7777777780000001
3667,Sklar,50,1,-2.8409090910000003,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,upside-down car,Negative phrase,1.7643311023700001,1,1045.0,-1.11627907,1.078651685
3668,New,50,1,-2.731707317,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,computer bug,Negative phrase,1.5881168842299997,1,1039.0,1.727272727,-1.11627907
3669,New,50,1,0.181818182,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,Harry caught the octopus,Neutral sentence,2.3572278022799997,1,6.0,,
3670,Sklar_Hebrew_negative,80,1,-2.0,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,בן-כלבה,Hebrew,1.4902100563,1,,,
3671,New,50,1,-2.833333333,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,The dog chased baby,Negative sentence,1.7489600181599998,1,7.0,,
3672,Sklar_Hebrew_neutral,80,1,0.85,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,דף שורות,Hebrew,1.5411169529,1,,,
3673,New,50,1,1.404761905,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,The people ate the fish,Neutral sentence,1.3646900653799998,1,25.0,,
3674,Sklar_Hebrew_negative,80,1,-2.7,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,לקפוץ מהגג,Hebrew,1.7527341842700002,1,,,
3675,Sklar_Hebrew_negative,80,1,-3.75,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,כיסא חשמלי,Hebrew,1.49902415276,1,,,
3676,New,50,1,-1.386363636,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,The hunter outwitted the bunny,Negative sentence,2.35257697105,1,22.0,,
3677,Sklar_Hebrew_negative,80,1,-3.1,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,מנוחת עולמים,Hebrew,1.4704999923700002,1,,,
3678,Sklar_Hebrew_negative,80,1,-3.85,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,מצב צמח,Hebrew,1.81159806252,1,,,
3679,Sklar_Hebrew_neutral,80,1,1.9,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,חולצה מגוהצת,Hebrew,1.51783800125,1,,,
3680,New,50,1,-1.219512195,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,The man ate the snake,Neutral sentence,1.44356679916,1,29.0,,
3681,Sklar_Hebrew_neutral,50,1,0.2,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,בניין דירות,Hebrew,1.60509490967,1,,,
3682,Sklar_Hebrew_neutral,50,1,-0.2,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,גלגל שיניים,Hebrew,1.42339682579,1,,,
3683,Sklar_Hebrew_negative,80,1,-3.54,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,מנת יתר,Hebrew,1.0706028938299998,1,,,
3684,Sklar_Hebrew_neutral,50,1,-0.1,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,מוט הילוכים,Hebrew,1.22343707085,1,,,
3685,Sklar,50,1,0.533333333,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,lined paper,Neutral phrase,1.28228092194,1,1005.0,0.275,0.5697674420000001
3686,New,50,1,-3.511627907,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,The patient injected the nurse,Negative sentence,1.22377705574,1,1.0,,
3687,Sklar,50,1,-4.658536585,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,human trafficking,Negative phrase,1.6943259239200001,1,1050.0,1.651162791,-3.244444444
3688,Sklar,50,1,1.6976744190000002,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,body wash,Neutral phrase,1.6353991031600001,1,1014.0,0.365853659,1.0731707320000001
3689,Sklar_Hebrew_neutral,50,1,1.15,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,גג-רעפים,Hebrew,1.51102304459,1,,,
3690,New,50,1,-2.545454545,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,dentist drill,Negative phrase,2.2469098568,1,1046.0,-0.977777778,-0.093023256
3691,New,50,1,-1.4883720930000002,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,The photographer shot the actor,Neutral sentence,1.69407892227,1,19.0,,
3692,Sklar_Hebrew_negative,80,1,-2.68,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,טיפול שורש,Hebrew,0.9577372074130001,1,,,
3693,Sklar_Hebrew_neutral,80,1,-0.1,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,מוט הילוכים,Hebrew,1.20013904572,1,,,
3694,Sklar_Hebrew_neutral,80,1,0.95,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,מהדק נייר,Hebrew,1.14945602417,1,,,
3695,Sklar,50,1,-3.0,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,stomach pump,Negative phrase,1.7253670692400003,1,1033.0,0.318181818,0.4
3696,New,50,1,0.045454545,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,The journalist followed the attacker,Neutral sentence,1.49047493935,1,21.0,,
3697,Sklar_Hebrew_negative,50,1,-3.45,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,ריח מהפה,Hebrew,1.41171693802,1,,,
3698,New,50,1,-1.048780488,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,Sally licked the cat,Negative sentence,1.5815169811200003,1,24.0,,
3699,Sklar_Hebrew_negative,80,1,-3.45,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,ריח מהפה,Hebrew,1.11764001846,1,,,
3700,New,50,1,-2.311111111,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,Steve jumped on the dog,Negative sentence,1.3488819599200002,1,11.0,,
3701,New,50,1,-3.840909091,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,The criminal tackled the policeman,Negative sentence,1.6236240863799998,1,28.0,,
3702,Sklar_Hebrew_neutral,80,1,1.05,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,דלת כניסה,Hebrew,1.3765010833700002,1,,,
3703,New,50,1,-4.837209302,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,The fire killed the fireman,Negative sentence,1.7647631168400002,1,4.0,,
3704,New,50,1,-4.048780488,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,The poacher caught the elephant,Negative sentence,1.6706011295299998,1,8.0,,
3705,Sklar_Hebrew_negative,80,1,-2.25,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,סוף העולם,Hebrew,1.23559594154,1,,,
3706,New,50,1,-1.840909091,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,spotty face,Negative phrase,1.3765239715600002,1,1038.0,-1.23255814,1.111111111
3707,New,50,1,-2.348837209,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,The baby hit the brick,Neutral sentence,1.6702489852899998,1,10.0,,
3708,New,50,1,2.022727273,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,The policeman tackled the criminal,Neutral sentence,2.5408289432499997,1,28.0,,
3709,Sklar,50,1,0.8863636359999999,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,computer screen,Neutral phrase,2.4348089694999997,1,1012.0,1.727272727,0.311111111
3710,New,50,1,-1.952380952,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,black head,Negative phrase,1.7999229431200001,1,1043.0,-0.297619048,0.7701149429999999
3711,Sklar_Hebrew_neutral,50,1,1.05,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,דלת כניסה,Hebrew,1.8667259216299998,1,,,
3712,New,50,1,1.3023255809999998,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,dining table,Neutral phrase,1.5061979293799999,1,1023.0,1.9318181819999998,0.8222222220000001
3713,Sklar_Hebrew_neutral,50,1,0.35,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,2,שרפרף מעץ,Hebrew,3.4780738353699996,1,,,
3714,Sklar_Hebrew_negative,50,1,-4.15,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,יתד בעין,Hebrew,2.0235209465,1,,,
3715,Sklar_Hebrew_neutral,50,1,0.4,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,ידית אחיזה,Hebrew,1.37653303146,1,,,
3716,New,50,1,-4.744186047,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,The lawnmower chewed the kitten,Negative sentence,1.7253949642200002,1,15.0,,
3717,Sklar_Hebrew_neutral,80,1,1.45,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,תיקרה גבוהה,Hebrew,1.3255388736700002,1,,,
3718,Sklar_Hebrew_negative,80,1,-4.35,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,מחנה ריכוז,Hebrew,1.19305300713,1,,,
3719,Sklar,50,1,-3.813953488,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,electric chair,Negative phrase,1.15292000771,1,1048.0,0.76744186,0.477272727
3720,Sklar,50,1,0.636363636,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,2,clothes closet,Neutral phrase,3.10516500473,1,1000.0,1.4186046509999999,0.5
3721,Sklar,50,1,-3.465116279,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,vegetative state,Negative phrase,3.1758751869200004,1,1028.0,-1.954545455,0.43181818200000005
3722,New,50,1,-4.195121951,27,up,2016_Jan_21_1207,CFS popping time,85.09338494560001,up,1,,3,Mum hit the baby,Negative sentence,1.98801112175,1,14.0,,
3723,New,50,1,0.186046512,27,down,2016_Jan_21_1207,CFS popping time,85.09338494560001,down,1,,3,Andy cut the paper,Neutral sentence,2.75267887115,1,17.0,,
3724,Sklar,50,1,-0.666666667,28,up,2016_Jan_21_1240,CFS popping time,85.0138740532,up,1,,2,speed bumps,Neutral phrase,5.23894500732,1,1015.0,0.166666667,-0.7333333329999999
3725,New,50,1,-2.80952381,28,up,2016_Jan_21_1240,CFS popping time,85.0138740532,up,1,,1,The dog scared the child,Negative sentence,2.05835795403,1,26.0,,
3726,Sklar_Hebrew_neutral,50,1,1.05,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,1,דלת כניסה,Hebrew,7.04528808594,1,,,
3727,New,50,1,1.404761905,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,2,The people ate the fish,Neutral sentence,1.92227602005,1,25.0,,
3728,New,50,1,0.522727273,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,2,letterbox,Neutral phrase,5.0622389316600005,1,1018.0,0.8444444440000001,0.244186047
3729,Sklar_Hebrew_neutral,80,1,0.35,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,2,שרפרף מעץ,Hebrew,1.0002410411799998,1,,,
3730,New,50,1,-2.325581395,28,up,2016_Jan_21_1240,CFS popping time,85.0138740532,up,1,,0,runny nose,Negative phrase,7.82142686844,1,1035.0,-1.11627907,0.441860465
3731,Sklar,50,1,-2.255813953,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,1,weak knees,Negative phrase,3.14066815376,1,1030.0,-1.880952381,0.418604651
3732,Sklar,50,1,0.325581395,28,up,2016_Jan_21_1240,CFS popping time,85.0138740532,up,1,,2,gear shift,Neutral phrase,1.3882689475999999,1,1010.0,0.428571429,0.333333333
3733,Sklar_Hebrew_neutral,80,1,1.15,28,up,2016_Jan_21_1240,CFS popping time,85.0138740532,up,1,,1,גג-רעפים,Hebrew,1.3813660144799997,1,,,
3734,Sklar,50,1,0.674418605,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,2,helicopter pad,Neutral phrase,1.49394202232,1,1011.0,0.7142857140000001,0.27906976699999997
3735,Sklar,50,1,-3.5111111110000004,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,2,root canal,Negative phrase,1.27060294151,1,1024.0,0.590909091,0.428571429
3736,Sklar_Hebrew_negative,50,1,-4.1,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,1,סחר בנשים,Hebrew,2.22822809219,1,,,
3737,Sklar_Hebrew_negative,80,1,-3.35,28,up,2016_Jan_21_1240,CFS popping time,85.0138740532,up,1,,2,פיטריות ברגליים,Hebrew,1.07082915306,1,,,
3738,New,50,1,-4.023255814,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,1,The attacker followed the journalist,Negative sentence,1.6704800128900001,1,21.0,,
3739,Sklar_Hebrew_negative,50,1,-2.15,28,up,2016_Jan_21_1240,CFS popping time,85.0138740532,up,1,,1,מגולח ראש,Hebrew,1.52949094772,1,,,
3740,New,50,1,3.545454545,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,1,The fireman killed the fire,Neutral sentence,1.13729119301,1,4.0,,
3741,Sklar_Hebrew_negative,50,1,-2.25,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,1,סוף העולם,Hebrew,1.24728894234,1,,,
3742,Sklar,50,1,0.533333333,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,1,lined paper,Neutral phrase,0.941275119781,1,1005.0,0.275,0.5697674420000001
3743,New,50,1,1.931818182,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,1,Sam hit the ball,Neutral sentence,1.8311221599599998,1,16.0,,
3744,Sklar_Hebrew_negative,80,1,-2.68,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,1,טיפול שורש,Hebrew,1.1373770237,1,,,
3745,New,50,1,-2.545454545,28,down,2016_Jan_21_1240,CFS popping time,85.0138740532,down,1,,1,dentist drill,Negative phrase,1.11762189865,1,1046.0,-0.977777778,-0.093023256
3746,New,50,1,-4.243902439,28,up,2016_Jan_21_1240,CFS popping time,85.0138740532,up,1,,1,The brick hit the baby,Negative sentence,1.36490821838,1,10.0,,
3747,New,50,1,0.090909091,28,up,2016_Jan_21_1240,CFS popping time,85.0138740532,up,1,,2,cardboard box,Neutral phrase,2.1172029972099997,1,1047.0,0.15555555599999998,0.244186047
