,Unnamed: 0,Condition,Contrast,List,MeanAffectivity,SubjNo,Unnamed: 16,Unnamed: 17,correct response,date,experiment_name,frameRate,given response,match?,participant,perceptual rating,prime,prime_semantics,rt,session,PairID
5974,94,Sklar_Hebrew_negative,80,1,-2.68,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,טיפול שורש,Hebrew,1.73813986778,1,
5975,95,Sklar,50,1,0.813953488,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,high ceiling,Neutral phrase,1.35460996628,1,1020
5976,96,Sklar,50,1,0.454545455,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,windshield,Neutral phrase,1.70476293564,1,1016
5977,97,Sklar_Hebrew_neutral,80,1,0.65,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,מעבר חצייה,Hebrew,1.30770802498,1,
5978,98,Sklar,50,1,0.636363636,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,clothes closet,Neutral phrase,2.48262691498,1,1000
5979,99,Sklar,50,1,0.533333333,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,lined paper,Neutral phrase,1.68334889412,1,1005
5980,100,Sklar_Hebrew_neutral,50,1,0.35,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,שרפרף מעץ,Hebrew,1.721159935,1,
5981,101,Sklar_Hebrew_negative,80,1,-3.45,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,ריח מהפה,Hebrew,1.0247929096200001,1,
5982,102,Sklar_Hebrew_negative,80,1,-3.85,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,מצב צמח,Hebrew,1.0743560791,1,
5983,103,Sklar,50,1,0.4318181820000001,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,paper clip,Neutral phrase,1.3832960128799998,1,1009
5984,104,New,50,1,-2.325581395,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,runny nose,Negative phrase,1.15005493164,1,1035
5985,105,Sklar_Hebrew_negative,80,1,-3.1,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,מנוחת עולמים,Hebrew,1.5578069686899998,1,
5986,106,New,50,1,0.186046512,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,Andy cut the paper,Neutral sentence,1.0665450096100002,1,17
5987,107,Sklar_Hebrew_negative,80,1,-3.35,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,פיטריות ברגליים,Hebrew,1.0547859668700001,1,
5988,108,New,50,1,-1.113636364,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,2,The bridge went over Claire,Neutral sentence,1.18321204185,1,20
5989,109,New,50,1,0.181818182,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,Harry caught the octopus,Neutral sentence,1.11680912971,1,6
5990,110,Sklar,50,1,-3.285714286,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,skinhead,Negative phrase,1.30788421631,1,1025
5991,111,New,50,1,-1.75,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,The baby kicked john,Neutral sentence,1.03811407089,1,13
5992,112,Sklar_Hebrew_neutral,50,1,0.65,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,מעבר חצייה,Hebrew,1.8831861019099998,1,
5993,113,New,50,1,-3.911111111,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,3,The actor shot the photographer,Negative sentence,2.19944190979,1,19
5994,114,Sklar_Hebrew_neutral,50,1,0.35,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,מנחת מסוקים,Hebrew,1.35004901886,1,
5995,115,New,50,1,-0.909090909,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,0,,1,The dog jumped on Steve,Neutral sentence,1.2833840847,1,11
5996,116,New,50,1,-4.581395349,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,The car crushed the officer,Negative sentence,1.31665897369,1,9
5997,117,Sklar_Hebrew_neutral,80,1,0.3,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,תיבת דואר,Hebrew,1.34106206894,1,
5998,118,Sklar,50,1,0.214285714,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,cogwheel,Neutral phrase,1.7997829914099996,1,1003
5999,119,Sklar_Hebrew_neutral,50,1,0.75,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,מסך מחשב,Hebrew,1.65763306618,1,
6000,120,Sklar,50,1,2.11627907,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,ironed shirt,Neutral phrase,1.67451906204,1,1006
6001,121,Sklar_Hebrew_negative,80,1,-2.05,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,שיער פנים,Hebrew,1.48830294609,1,
6002,122,Sklar_Hebrew_neutral,50,1,0.1,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,פסי האטה,Hebrew,2.12442302704,1,
6003,123,New,50,1,-2.311111111,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,Steve jumped on the dog,Negative sentence,1.86637306213,1,11
6004,124,Sklar_Hebrew_negative,50,1,-2.05,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,שיער פנים,Hebrew,1.12115812302,1,
6005,125,Sklar_Hebrew_negative,50,1,-2.25,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,סוף העולם,Hebrew,1.0997779369399998,1,
6006,126,New,50,1,2.022727273,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,0,,0,The policeman tackled the criminal,Neutral sentence,3.13747882843,1,28
6007,127,New,50,1,-4.363636364,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,3,Dad slapped the toddler,Negative sentence,1.1714839935299999,1,5
6008,128,Sklar_Hebrew_negative,80,1,-4.1,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,סחר בנשים,Hebrew,1.35437297821,1,
6009,129,Sklar_Hebrew_neutral,50,1,-0.1,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,מוט הילוכים,Hebrew,1.53814291954,1,
6010,130,New,50,1,-2.046511628,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,The baby hit Mum,Neutral sentence,1.00490093231,1,14
6011,131,Sklar_Hebrew_negative,50,1,-4.15,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,יתד בעין,Hebrew,1.10803580284,1,
6012,132,Sklar_Hebrew_negative,50,1,-3.1,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,מנוחת עולמים,Hebrew,1.01647806168,1,
6013,133,Sklar_Hebrew_negative,50,1,-2.15,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,מגולח ראש,Hebrew,1.2744948864,1,
6014,134,Sklar,50,1,0.522727273,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,3,apartment building,Neutral phrase,1.05004882812,1,1001
6015,135,New,50,1,1.931818182,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,3,Sam hit the ball,Neutral sentence,1.05492186546,1,16
6016,136,New,50,1,-2.80952381,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,2,The dog scared the child,Negative sentence,1.2716939449299998,1,26
6017,137,Sklar_Hebrew_neutral,50,1,1.95,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,סבון גוף,Hebrew,1.1411790847799999,1,
6018,138,New,50,1,2.681818182,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,3,The bunny outwitted the hunter,Neutral sentence,0.9333879947660001,1,22
6019,139,Sklar_Hebrew_neutral,50,1,1.45,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,2,תיקרה גבוהה,Hebrew,1.65463781357,1,
6020,140,Sklar_Hebrew_neutral,50,1,1.05,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,דלת כניסה,Hebrew,1.1216259002700002,1,
6021,141,Sklar_Hebrew_neutral,50,1,0.2,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,בניין דירות,Hebrew,1.2000069618200002,1,
6022,142,New,50,1,-1.386363636,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,The hunter outwitted the bunny,Negative sentence,1.5001111030599998,1,22
6023,143,Sklar_Hebrew_negative,50,1,-2.15,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,תשעה באב,Hebrew,1.4713768959,1,
6024,144,Sklar_Hebrew_negative,80,1,-2.0,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,בן-כלבה,Hebrew,1.29118895531,1,
6025,145,New,50,1,-2.545454545,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,dentist drill,Negative phrase,0.983484983444,1,1046
6026,146,New,50,1,-1.048780488,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,0,Sally licked the cat,Negative sentence,1.03796100616,1,24
6027,147,New,50,1,2.255813953,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,2,The cat licked Sally,Neutral sentence,1.10782384872,1,24
6028,148,Sklar_Hebrew_negative,50,1,-1.74,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,פיק ברכיים,Hebrew,0.9331669807430001,1,
6029,149,Sklar_Hebrew_negative,50,1,-2.7,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,0,לקפוץ מהגג,Hebrew,0.921388864517,1,
6030,150,New,50,1,-1.159090909,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,3,The kitten chewed the lawnmower,Neutral sentence,2.56614899635,1,15
6031,151,Sklar_Hebrew_negative,80,1,-2.15,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,מגולח ראש,Hebrew,1.1743588447600002,1,
6032,152,Sklar_Hebrew_negative,80,1,-2.15,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,תשעה באב,Hebrew,1.07158303261,1,
6033,153,New,50,1,-2.731707317,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,computer bug,Negative phrase,1.6500649452200002,1,1039
6034,154,Sklar,50,1,-2.8409090910000003,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,upside-down car,Negative phrase,1.08334207535,1,1045
6035,155,New,50,1,-3.139534884,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,water boarding,Negative phrase,1.9210789203599998,1,1034
6036,156,New,50,1,-4.3170731710000005,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,0,The terrorists captured the soldiers,Negative sentence,1.19994020462,1,23
6037,157,Sklar_Hebrew_neutral,50,1,0.95,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,מהדק נייר,Hebrew,1.04120516777,1,
6038,158,Sklar_Hebrew_negative,50,1,-3.45,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,ריח מהפה,Hebrew,1.3078789711,1,
6039,159,New,50,1,-0.955555556,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,3,Bobby ate the boar,Neutral sentence,1.2167220115700002,1,3
6040,160,Sklar_Hebrew_negative,80,1,-3.54,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,מנת יתר,Hebrew,1.21632695198,1,
6041,161,Sklar_Hebrew_neutral,50,1,0.85,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,תיק גב,Hebrew,1.14106106758,1,
6042,162,Sklar_Hebrew_negative,50,1,-4.35,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,מחנה ריכוז,Hebrew,1.30001401901,1,
6043,163,Sklar_Hebrew_negative,50,1,-3.35,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,פיטריות ברגליים,Hebrew,1.3000600338,1,
6044,164,New,50,1,-1.414634146,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,2,Claire dragged the car,Neutral sentence,0.9079761505130001,1,12
6045,165,Sklar,50,1,-2.255813953,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,2,weak knees,Negative phrase,1.33323502541,1,1030
6046,166,New,50,1,-2.022727273,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,The paper cut Andy,Negative sentence,1.34964609146,1,17
6047,167,Sklar,50,1,0.613636364,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,pedestrian crossing,Neutral phrase,1.44988703728,1,1013
6048,168,New,50,1,-4.837209302,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,The fire killed the fireman,Negative sentence,1.46674108505,1,4
6049,169,Sklar_Hebrew_neutral,80,1,1.65,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,ארגז חול,Hebrew,1.5215561389899999,1,
6050,170,New,50,1,-3.511627907,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,0,,3,The patient injected the nurse,Negative sentence,1.9497010707900002,1,1
6051,171,Sklar_Hebrew_neutral,50,1,0.85,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,0,דף שורות,Hebrew,3.4040980339099995,1,
6052,172,Sklar_Hebrew_negative,50,1,-3.11,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,0,ליל הבדולח,Hebrew,1.09985899925,1,
6053,173,Sklar_Hebrew_negative,50,1,2.25,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,0,פנס בעין,Hebrew,1.31674790382,1,
6054,174,Sklar,50,1,-4.658536585,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,human trafficking,Negative phrase,1.4497480392500002,1,1050
6055,175,Sklar_Hebrew_negative,80,1,-4.7,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,תינוק בתנור,Hebrew,1.11667108536,1,
6056,176,Sklar,50,1,0.292682927,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,wooden stool,Neutral phrase,1.2048678398100001,1,1017
6057,177,New,50,1,-2.348837209,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,The baby hit the brick,Neutral sentence,1.2167448997499999,1,10
6058,178,New,50,1,-4.658536585,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,The boar ate Bobby,Negative sentence,1.0880448818200001,1,3
6059,179,Sklar,50,1,-3.813953488,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,3,electric chair,Negative phrase,1.77431607246,1,1048
6060,180,Sklar_Hebrew_negative,80,1,-4.35,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,מחנה ריכוז,Hebrew,1.6165480613699998,1,
6061,181,Sklar,50,1,-2.8604651160000003,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,black eye,Negative phrase,1.2547721862799999,1,1031
6062,182,Sklar_Hebrew_neutral,80,1,-0.3,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,שמשה קדמית,Hebrew,2.4909060001400003,1,
6063,183,New,50,1,-3.5348837210000004,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,frost bite,Negative phrase,1.13330507278,1,1042
6064,184,Sklar_Hebrew_negative,80,1,-1.74,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,פיק ברכיים,Hebrew,1.3881030082700003,1,
6065,185,New,50,1,-4.744186047,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,The lawnmower chewed the kitten,Negative sentence,2.7160480022400004,1,15
6066,186,New,50,1,-1.219512195,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,The man ate the snake,Neutral sentence,1.45449304581,1,29
6067,187,New,50,1,-0.06818181799999999,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,The child spun the washer,Neutral sentence,1.16674900055,1,27
6068,188,New,50,1,1.272727273,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,1,The elephant caught the poacher,Neutral sentence,0.958047866821,1,8
6069,189,New,50,1,-1.4883720930000002,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,0,,2,The photographer shot the actor,Neutral sentence,2.25452709198,1,19
6070,190,Sklar_Hebrew_negative,50,1,-3.85,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,0,,1,מצב צמח,Hebrew,1.5833849906900002,1,
6071,191,New,50,1,-3.536585366,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,The washer spun the child,Negative sentence,1.5498988628400001,1,27
6072,192,New,50,1,-4.195121951,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,Mum hit the baby,Negative sentence,1.75785803795,1,14
6073,193,New,50,1,-0.511627907,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,2,The nurse injected the patient,Neutral sentence,1.11658596992,1,1
6074,194,Sklar,50,1,0.744186047,38,,,up,2016_Jan_27_1446,CFS popping time,59.998426478599995,up,1,,3,backpack,Neutral phrase,1.1879179477700001,1,1019
6075,195,Sklar_Hebrew_neutral,80,1,1.45,38,,,down,2016_Jan_27_1446,CFS popping time,59.998426478599995,down,1,,1,תיקרה גבוהה,Hebrew,2.89077401161,1,
6076,0,Sklar_Hebrew_neutral,80,1,0.2,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,1,מגרש חנייה,Hebrew,1.14125800133,1,
6077,1,Sklar_Hebrew_negative,80,1,-4.15,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,1,יתד בעין,Hebrew,1.0233399868,1,
6078,2,Sklar_Hebrew_neutral,80,1,0.2,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,2,בניין דירות,Hebrew,2.71743798256,1,
6079,3,Sklar_Hebrew_neutral,80,1,0.95,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,2,מהדק נייר,Hebrew,1.07078194618,1,
6080,4,Sklar,50,1,-0.13636363599999998,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,2,facial hair,Negative phrase,1.72935414314,1,1049
6081,5,Sklar_Hebrew_negative,80,1,-3.54,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,2,מנת יתר,Hebrew,1.15305995941,1,
6082,6,Sklar_Hebrew_negative,50,1,-4.15,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,1,יתד בעין,Hebrew,0.941596031189,1,
6083,7,New,50,1,0.090909091,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,3,cardboard box,Neutral phrase,1.19614696503,1,1047
6084,8,Sklar_Hebrew_negative,50,1,-2.15,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,2,מגולח ראש,Hebrew,2.90518593788,1,
6085,9,New,50,1,-1.840909091,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,spotty face,Negative phrase,1.08706593513,1,1038
6086,10,New,50,1,-3.536585366,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,3,The washer spun the child,Negative sentence,1.17656612396,1,27
6087,11,New,50,1,-1.414634146,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,2,Claire dragged the car,Neutral sentence,1.29039382935,1,12
6088,12,New,50,1,-2.833333333,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,The dog chased baby,Negative sentence,1.11759519577,1,7
6089,13,New,50,1,1.272727273,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,2,The elephant caught the poacher,Neutral sentence,1.55282998085,1,8
6090,14,Sklar_Hebrew_neutral,80,1,0.65,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,2,מעבר חצייה,Hebrew,0.882397890091,1,
6091,15,Sklar,50,1,-3.285714286,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,3,skinhead,Negative phrase,1.19988203049,1,1025
6092,16,New,50,1,-2.790697674,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,1,missing teeth,Negative phrase,4.63408398628,1,1037
6093,17,New,50,1,-0.06818181799999999,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,2,The child spun the washer,Neutral sentence,0.934314012527,1,27
6094,18,Sklar_Hebrew_neutral,50,1,0.2,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,2,מגרש חנייה,Hebrew,1.4196600914,1,
6095,19,New,50,1,-3.222222222,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,down,0,,2,The officer crushed the car,Neutral sentence,1.32939314842,1,9
6096,20,Sklar_Hebrew_negative,50,1,-3.54,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,2,מנת יתר,Hebrew,1.15298986435,1,
6097,21,Sklar_Hebrew_neutral,80,1,0.75,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,2,מסך מחשב,Hebrew,1.42356991768,1,
6098,22,Sklar_Hebrew_neutral,50,1,0.4,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,ידית אחיזה,Hebrew,1.49419903755,1,
6099,23,New,50,1,0.186046512,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,Andy cut the paper,Neutral sentence,1.38792610168,1,17
6100,24,Sklar,50,1,0.88372093,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,front door,Neutral phrase,1.181401968,1,1004
6101,25,New,50,1,-0.955555556,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,3,Bobby ate the boar,Neutral sentence,1.29426693916,1,3
6102,26,New,50,1,-1.090909091,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,cow pat,Negative phrase,1.00020194054,1,1036
6103,27,New,50,1,-0.511627907,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,The nurse injected the patient,Neutral sentence,1.27064800262,1,1
6104,28,Sklar_Hebrew_neutral,50,1,1.65,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,2,ארגז חול,Hebrew,1.41957688332,1,
6105,29,New,50,1,-4.522727273,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,3,John kicked the baby,Negative sentence,1.34101104736,1,13
6106,30,New,50,1,-2.585365854,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,3,The toddler slapped dad,Neutral sentence,1.32955479622,1,5
6107,31,Sklar_Hebrew_negative,50,1,-3.55,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,2,רכב הפוך,Hebrew,1.87505292892,1,
6108,32,New,50,1,-2.545454545,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,3,dentist drill,Negative phrase,2.04703903198,1,1046
6109,33,Sklar_Hebrew_negative,80,1,-3.85,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,2,נרדם בנהיגה,Hebrew,1.21197485924,1,
6110,34,Sklar_Hebrew_negative,50,1,-2.55,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,1,שטיפת קיבה,Hebrew,4.36852288246,1,
6111,35,Sklar,50,1,0.636363636,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,clothes closet,Neutral phrase,1.89864897728,1,1000
6112,36,Sklar_Hebrew_negative,80,1,-2.15,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,2,תשעה באב,Hebrew,1.44293999672,1,
6113,37,New,50,1,2.022727273,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,The policeman tackled the criminal,Neutral sentence,1.59970712662,1,28
6114,38,New,50,1,3.545454545,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,The fireman killed the fire,Neutral sentence,1.21656894684,1,4
6115,39,New,50,1,-1.113636364,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,3,The bridge went over Claire,Neutral sentence,2.30572915077,1,20
6116,40,Sklar_Hebrew_neutral,80,1,1.45,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,תיקרה גבוהה,Hebrew,0.98101401329,1,
6117,41,Sklar_Hebrew_negative,80,1,-2.55,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,שטיפת קיבה,Hebrew,0.910799026489,1,
6118,42,Sklar_Hebrew_neutral,80,1,0.1,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,2,פסי האטה,Hebrew,1.0823829174,1,
6119,43,New,50,1,0.5555555560000001,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,3,tin opener,Neutral phrase,1.25223398209,1,1021
6120,44,Sklar,50,1,0.292682927,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,wooden stool,Neutral phrase,1.03543806076,1,1017
6121,45,Sklar,50,1,0.325581395,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,gear shift,Neutral phrase,1.59972596169,1,1010
6122,46,Sklar,50,1,-3.813953488,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,electric chair,Negative phrase,1.49880695343,1,1048
6123,47,New,50,1,-4.363636364,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,Dad slapped the toddler,Negative sentence,1.45869588852,1,5
6124,48,Sklar_Hebrew_negative,50,1,-3.45,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,2,ריח מהפה,Hebrew,3.31725716591,1,
6125,49,New,50,1,-2.348837209,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,The baby hit the brick,Neutral sentence,1.24681019783,1,10
6126,50,Sklar_Hebrew_negative,50,1,-4.7,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,תינוק בתנור,Hebrew,3.72872900963,1,
6127,51,New,50,1,-1.75,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,3,The baby kicked john,Neutral sentence,1.54126095772,1,13
6128,52,Sklar_Hebrew_neutral,80,1,-0.2,39,,,up,2016_Jan_29_1436,CFS popping time,85.0780231037,up,1,,3,גלגל שיניים,Hebrew,1.55757808685,1,
6129,53,Sklar_Hebrew_negative,80,1,-3.1,39,,,down,2016_Jan_29_1436,CFS popping time,85.0780231037,down,1,,2,מנוחת עולמים,Hebrew,1.28237509727,1,
