,Unnamed: 0,Condition,Contrast,List,MeanAffectivity,SubjNo,Unnamed: 16,Unnamed: 17,correct response,date,experiment_name,frameRate,given response,match?,participant,perceptual rating,prime,prime_semantics,rt,session,PairID
1625,57,New,50,1,-1.840909091,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,spotty face,Negative phrase,1.17124915123,1,1038
1626,58,Sklar_Hebrew_neutral,80,1,0.1,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,פסי האטה,Hebrew,1.35468578339,1,
1627,59,Sklar_Hebrew_negative,80,1,-2.7,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,לקפוץ מהגג,Hebrew,1.4166710376700002,1,
1628,60,Sklar_Hebrew_neutral,80,1,0.3,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,תיבת דואר,Hebrew,1.12141799927,1,
1629,61,Sklar_Hebrew_neutral,80,1,0.65,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,מעבר חצייה,Hebrew,2.63284897804,1,
1630,62,New,50,1,-1.219512195,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,2,The man ate the snake,Neutral sentence,1.5574438571899998,1,29
1631,63,Sklar_Hebrew_negative,80,1,-3.85,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,מצב צמח,Hebrew,1.70440483093,1,
1632,64,New,50,1,-4.744186047,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,1,The lawnmower chewed the kitten,Negative sentence,1.30462908745,1,15
1633,65,Sklar_Hebrew_neutral,80,1,1.05,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,דלת כניסה,Hebrew,1.2001619339,1,
1634,66,New,50,1,1.272727273,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,1,The elephant caught the poacher,Neutral sentence,1.23319196701,1,8
1635,67,Sklar_Hebrew_negative,80,1,-4.15,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,יתד בעין,Hebrew,1.3998880386399999,1,
1636,68,New,50,1,-1.090909091,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,cow pat,Negative phrase,1.46664595604,1,1036
1637,69,New,50,1,-2.833333333,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,The dog chased baby,Negative sentence,1.7498929500599998,1,7
1638,70,New,50,1,-4.302325581,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,kidnap,Negative phrase,1.2496860027299999,1,1040
1639,71,New,50,1,-4.581395349,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,The car crushed the officer,Negative sentence,1.2000529766099999,1,9
1640,72,New,50,1,-0.511627907,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,2,The nurse injected the patient,Neutral sentence,1.14145207405,1,1
1641,73,Sklar_Hebrew_neutral,50,1,0.95,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,מהדק נייר,Hebrew,1.3548371791799998,1,
1642,74,Sklar_Hebrew_neutral,80,1,-0.2,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,גלגל שיניים,Hebrew,1.28334903717,1,
1643,75,New,50,1,-3.5348837210000004,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,2,frost bite,Negative phrase,1.29992485046,1,1042
1644,76,New,50,1,0.414634146,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,Baby chased the dog,Neutral sentence,1.33832192421,1,7
1645,77,Sklar,50,1,-3.833333333,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,overdose,Negative phrase,1.09982204437,1,1027
1646,78,New,50,1,-4.048780488,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,The poacher caught the elephant,Negative sentence,1.44989991188,1,8
1647,79,Sklar_Hebrew_negative,50,1,-3.54,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,מנת יתר,Hebrew,1.31659889221,1,
1648,80,Sklar_Hebrew_negative,50,1,-3.45,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,ריח מהפה,Hebrew,1.4832499027300001,1,
1649,81,Sklar,50,1,-2.8604651160000003,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,black eye,Negative phrase,1.33337807655,1,1031
1650,82,New,50,1,-2.644444444,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,The ball hit Sam,Negative sentence,1.20011496544,1,16
1651,83,New,50,1,-1.952380952,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,black head,Negative phrase,1.3665120601700003,1,1043
1652,84,Sklar_Hebrew_negative,50,1,-3.55,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,רכב הפוך,Hebrew,1.40019702911,1,
1653,85,Sklar,50,1,-3.0,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,2,stomach pump,Negative phrase,1.1502661705,1,1033
1654,86,Sklar_Hebrew_neutral,80,1,1.45,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,תיקרה גבוהה,Hebrew,1.2212898731200001,1,
1655,87,Sklar_Hebrew_neutral,50,1,-0.1,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,מוט הילוכים,Hebrew,1.48323082924,1,
1656,88,New,50,1,0.090909091,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,cardboard box,Neutral phrase,1.47443795204,1,1047
1657,89,Sklar,50,1,-4.658536585,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,human trafficking,Negative phrase,1.51661801338,1,1050
1658,90,New,50,1,0.363636364,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,traffic light,Neutral phrase,1.68334913254,1,1051
1659,91,New,50,1,-0.955555556,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,Bobby ate the boar,Neutral sentence,2.21629214287,1,3
1660,92,New,50,1,-1.75,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,The baby kicked john,Neutral sentence,1.3498399257700002,1,13
1661,93,Sklar_Hebrew_neutral,80,1,0.2,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,מגרש חנייה,Hebrew,1.18318414688,1,
1662,94,Sklar_Hebrew_neutral,50,1,1.9,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,חולצה מגוהצת,Hebrew,1.2742989063299999,1,
1663,95,New,50,1,-3.933333333,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,2,The fish ate the people,Negative sentence,1.37428402901,1,25
1664,96,Sklar_Hebrew_negative,80,1,-2.68,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,טיפול שורש,Hebrew,0.983402013779,1,
1665,97,New,50,1,2.255813953,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,The cat licked Sally,Neutral sentence,1.3498749733000002,1,24
1666,98,Sklar,50,1,0.5111111110000001,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,tile roof,Neutral phrase,1.3412091732,1,1002
1667,99,Sklar_Hebrew_neutral,50,1,0.85,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,תיק גב,Hebrew,1.4242680072799998,1,
1668,100,Sklar_Hebrew_neutral,80,1,0.35,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,מנחת מסוקים,Hebrew,0.983078956604,1,
1669,101,Sklar_Hebrew_neutral,50,1,0.65,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,מעבר חצייה,Hebrew,1.5333349704700001,1,
1670,102,Sklar_Hebrew_negative,50,1,-3.35,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,פיטריות ברגליים,Hebrew,1.4833950996399998,1,
1671,103,New,50,1,-4.837209302,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,2,The fire killed the fireman,Negative sentence,1.1881442070000001,1,4
1672,104,New,50,1,0.186046512,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,Andy cut the paper,Neutral sentence,1.28822493553,1,17
1673,105,Sklar_Hebrew_neutral,80,1,0.4,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,ידית אחיזה,Hebrew,1.54963588715,1,
1674,106,Sklar_Hebrew_neutral,50,1,0.4,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,ידית אחיזה,Hebrew,1.45484614372,1,
1675,107,New,50,1,-2.022727273,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,2,The paper cut Andy,Negative sentence,1.43330287933,1,17
1676,108,Sklar_Hebrew_negative,50,1,-2.15,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,תשעה באב,Hebrew,1.49987411499,1,
1677,109,New,50,1,-4.522727273,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,John kicked the baby,Negative sentence,1.18338108063,1,13
1678,110,Sklar_Hebrew_neutral,50,1,0.85,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,דף שורות,Hebrew,1.70451903343,1,
1679,111,Sklar_Hebrew_neutral,50,1,2.05,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,ארון בגדים,Hebrew,1.23335313797,1,
1680,112,Sklar_Hebrew_negative,50,1,-2.15,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,מגולח ראש,Hebrew,1.05030608177,1,
1681,113,New,50,1,-1.414634146,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,2,Claire dragged the car,Neutral sentence,1.1832578182200002,1,12
1682,114,New,50,1,-3.222222222,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,The officer crushed the car,Neutral sentence,1.20458698273,1,9
1683,115,Sklar_Hebrew_neutral,50,1,1.05,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,דלת כניסה,Hebrew,1.29985904694,1,
1684,116,Sklar_Hebrew_negative,50,1,-2.7,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,לקפוץ מהגג,Hebrew,0.988018035889,1,
1685,117,New,50,1,-1.0,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,2,Claire went over the bridge,Negative sentence,1.00796794891,1,20
1686,118,New,50,1,-3.911111111,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,2,The actor shot the photographer,Negative sentence,0.799973964691,1,19
1687,119,Sklar,50,1,0.292682927,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,wooden stool,Neutral phrase,0.950182914734,1,1017
1688,120,Sklar_Hebrew_neutral,80,1,0.35,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,שרפרף מעץ,Hebrew,1.2333860397299998,1,
1689,121,Sklar,50,1,-0.666666667,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,speed bumps,Neutral phrase,1.27134490013,1,1015
1690,122,Sklar_Hebrew_negative,50,1,-2.05,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,שיער פנים,Hebrew,3.1206300258599997,1,
1691,123,Sklar_Hebrew_neutral,80,1,-0.1,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,מוט הילוכים,Hebrew,1.4832098484,1,
1692,124,New,50,1,-4.023255814,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,The attacker followed the journalist,Negative sentence,1.3665359020200003,1,21
1693,125,Sklar,50,1,0.613636364,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,pedestrian crossing,Neutral phrase,1.15766382217,1,1013
1694,126,Sklar_Hebrew_negative,80,1,-3.75,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,כיסא חשמלי,Hebrew,1.29983305931,1,
1695,127,Sklar,50,1,-2.8409090910000003,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,2,upside-down car,Negative phrase,1.13337779045,1,1045
1696,128,Sklar_Hebrew_negative,80,1,-3.45,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,ריח מהפה,Hebrew,1.2048099041,1,
1697,129,Sklar_Hebrew_neutral,50,1,1.95,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,סבון גוף,Hebrew,1.2048020362899998,1,
1698,130,Sklar_Hebrew_neutral,50,1,-0.2,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,גלגל שיניים,Hebrew,1.28332996368,1,
1699,131,New,50,1,-2.80952381,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,The dog scared the child,Negative sentence,1.60469102859,1,26
1700,132,Sklar,50,1,-3.813953488,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,electric chair,Negative phrase,1.20787620544,1,1048
1701,133,New,50,1,-1.386363636,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,The hunter outwitted the bunny,Negative sentence,1.60781502724,1,22
1702,134,New,50,1,-1.048780488,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,Sally licked the cat,Negative sentence,1.33802604675,1,24
1703,135,Sklar_Hebrew_neutral,50,1,0.2,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,מגרש חנייה,Hebrew,1.35004591942,1,
1704,136,Sklar,50,1,0.181818182,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,carpark,Neutral phrase,1.3168659210200002,1,1008
1705,137,Sklar_Hebrew_negative,80,1,-3.55,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,רכב הפוך,Hebrew,1.01683998108,1,
1706,138,New,50,1,0.772727273,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,2,desk lamp,Neutral phrase,1.12126708031,1,1022
1707,139,Sklar_Hebrew_negative,80,1,-3.54,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,מנת יתר,Hebrew,1.15000510216,1,
1708,140,Sklar_Hebrew_neutral,50,1,0.35,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,שרפרף מעץ,Hebrew,1.27444815636,1,
1709,141,Sklar_Hebrew_negative,50,1,-4.35,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,מחנה ריכוז,Hebrew,1.0333321094499999,1,
1710,142,Sklar_Hebrew_negative,50,1,-3.1,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,מנוחת עולמים,Hebrew,1.3714859485600002,1,
1711,143,New,50,1,-1.4883720930000002,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,1,The photographer shot the actor,Neutral sentence,1.28785800934,1,19
1712,144,Sklar,50,1,1.6976744190000002,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,2,body wash,Neutral phrase,0.791469812393,1,1014
1713,145,Sklar_Hebrew_negative,80,1,-2.0,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,בן-כלבה,Hebrew,0.874709129333,1,
1714,146,Sklar_Hebrew_negative,50,1,-2.25,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,סוף העולם,Hebrew,1.36614894867,1,
1715,147,Sklar_Hebrew_negative,50,1,-2.0,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,בן-כלבה,Hebrew,1.7999050617200003,1,
1716,148,Sklar_Hebrew_neutral,80,1,1.9,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,חולצה מגוהצת,Hebrew,1.9332189559900002,1,
1717,149,Sklar_Hebrew_negative,50,1,-3.75,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,כיסא חשמלי,Hebrew,1.8042740821799998,1,
1718,150,Sklar_Hebrew_negative,80,1,2.25,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,פנס בעין,Hebrew,1.2998790741,1,
1719,151,New,50,1,-1.113636364,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,1,The bridge went over Claire,Neutral sentence,1.29970812798,1,20
1720,152,Sklar_Hebrew_negative,80,1,-3.85,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,נרדם בנהיגה,Hebrew,1.23333287239,1,
1721,153,Sklar_Hebrew_negative,50,1,2.25,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,פנס בעין,Hebrew,1.30470299721,1,
1722,154,Sklar_Hebrew_negative,80,1,-3.11,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,1,ליל הבדולח,Hebrew,1.2079539299,1,
1723,155,Sklar,50,1,-3.465116279,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,2,vegetative state,Negative phrase,1.3333590030700002,1,1028
1724,156,Sklar_Hebrew_negative,50,1,-4.15,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,יתד בעין,Hebrew,1.33322381973,1,
1725,157,Sklar,50,1,-3.285714286,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,2,skinhead,Negative phrase,1.7045099735299998,1,1025
1726,158,Sklar_Hebrew_negative,50,1,-3.85,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,נרדם בנהיגה,Hebrew,2.36613202095,1,
1727,159,New,50,1,-0.06818181799999999,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,2,The child spun the washer,Neutral sentence,1.4833199977899998,1,27
1728,160,New,50,1,-4.627906977,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,The car dragged Claire,Negative sentence,1.4498209953299999,1,12
1729,161,Sklar_Hebrew_neutral,50,1,0.1,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,פסי האטה,Hebrew,1.80467104912,1,
1730,162,New,50,1,-2.545454545,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,dentist drill,Negative phrase,1.32125902176,1,1046
1731,163,New,50,1,1.404761905,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,2,The people ate the fish,Neutral sentence,1.40771913528,1,25
1732,164,New,50,1,2.022727273,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,1,The policeman tackled the criminal,Neutral sentence,1.1382808685299999,1,28
1733,165,Sklar_Hebrew_neutral,50,1,1.15,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,גג-רעפים,Hebrew,1.7330291271200002,1,
1734,166,Sklar_Hebrew_negative,80,1,-2.25,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,סוף העולם,Hebrew,0.999851942062,1,
1735,167,New,50,1,-4.658536585,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,2,The boar ate Bobby,Negative sentence,1.37156891823,1,3
1736,168,Sklar_Hebrew_neutral,80,1,0.85,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,תיק גב,Hebrew,1.23342204094,1,
1737,169,New,50,1,1.3023255809999998,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,dining table,Neutral phrase,1.08313703537,1,1023
1738,170,Sklar_Hebrew_neutral,80,1,0.85,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,דף שורות,Hebrew,1.08351111412,1,
1739,171,Sklar_Hebrew_neutral,50,1,1.45,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,תיקרה גבוהה,Hebrew,1.17140698433,1,
1740,172,Sklar_Hebrew_negative,80,1,-2.15,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,תשעה באב,Hebrew,1.02470302582,1,
1741,173,Sklar_Hebrew_negative,80,1,-2.15,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,מגולח ראש,Hebrew,1.04992413521,1,
1742,174,Sklar,50,1,0.636363636,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,2,clothes closet,Neutral phrase,1.19131588936,1,1000
1743,175,Sklar_Hebrew_neutral,50,1,1.65,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,ארגז חול,Hebrew,1.68332099915,1,
1744,176,Sklar_Hebrew_neutral,80,1,2.05,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,ארון בגדים,Hebrew,0.733711004257,1,
1745,177,New,50,1,-2.348837209,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,2,The baby hit the brick,Neutral sentence,1.3998022079499999,1,10
1746,178,Sklar_Hebrew_neutral,50,1,0.2,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,בניין דירות,Hebrew,1.21673202515,1,
1747,179,Sklar,50,1,-2.255813953,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,2,weak knees,Negative phrase,1.29988002777,1,1030
1748,180,Sklar_Hebrew_negative,80,1,-4.35,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,מחנה ריכוז,Hebrew,0.98343706131,1,
1749,181,New,50,1,-2.046511628,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,The baby hit Mum,Neutral sentence,1.2666721344,1,14
1750,182,New,50,1,-3.511627907,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,The patient injected the nurse,Negative sentence,1.4880709648100001,1,1
1751,183,Sklar_Hebrew_neutral,80,1,0.95,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,מהדק נייר,Hebrew,1.07145881653,1,
1752,184,New,50,1,-4.195121951,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,1,Mum hit the baby,Negative sentence,1.2001490593000002,1,14
1753,185,Sklar_Hebrew_neutral,80,1,-0.3,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,1,שמשה קדמית,Hebrew,0.9577898979189999,1,
1754,186,Sklar,50,1,0.325581395,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,gear shift,Neutral phrase,1.35457491875,1,1010
1755,187,Sklar_Hebrew_negative,80,1,-4.7,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,תינוק בתנור,Hebrew,1.61653184891,1,
1756,188,Sklar_Hebrew_neutral,80,1,0.2,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,בניין דירות,Hebrew,1.6544158458700002,1,
1757,189,Sklar_Hebrew_negative,80,1,-3.1,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,0,מנוחת עולמים,Hebrew,1.81635594368,1,
1758,190,Sklar,50,1,0.744186047,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,3,backpack,Neutral phrase,1.62112593651,1,1019
1759,191,Sklar_Hebrew_neutral,80,1,1.15,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,גג-רעפים,Hebrew,1.8547921180700002,1,
1760,192,Sklar,50,1,0.214285714,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,cogwheel,Neutral phrase,1.38320207596,1,1003
1761,193,Sklar,50,1,0.522727273,18,,,down,2016_Jan_19_1312,CFS popping time,60.0448944065,down,1,,0,apartment building,Neutral phrase,1.2997589111299999,1,1001
1762,194,New,50,1,2.681818182,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,2,The bunny outwitted the hunter,Neutral sentence,1.23344516754,1,22
1763,195,Sklar,50,1,0.8863636359999999,18,,,up,2016_Jan_19_1312,CFS popping time,60.0448944065,up,1,,3,computer screen,Neutral phrase,1.33343887329,1,1012
1764,0,New,50,1,0.045454545,19,,,up,2016_Jan_19_1605,CFS popping time,60.0294257401,up,1,,1,The journalist followed the attacker,Neutral sentence,1.09978890419,1,21
1765,1,Sklar_Hebrew_neutral,50,1,2.05,19,,,down,2016_Jan_19_1605,CFS popping time,60.0294257401,down,1,,1,ארון בגדים,Hebrew,0.858034133911,1,
1766,2,Sklar,50,1,0.325581395,19,,,down,2016_Jan_19_1605,CFS popping time,60.0294257401,down,1,,2,gear shift,Neutral phrase,0.788086891174,1,1010
1767,3,Sklar_Hebrew_neutral,80,1,0.1,19,,,up,2016_Jan_19_1605,CFS popping time,60.0294257401,up,1,,0,פסי האטה,Hebrew,0.73828792572,1,
1768,4,New,50,1,-1.090909091,19,,,down,2016_Jan_19_1605,CFS popping time,60.0294257401,down,1,,3,cow pat,Negative phrase,0.824698925018,1,1036
1769,5,Sklar_Hebrew_neutral,50,1,1.9,19,,,down,2016_Jan_19_1605,CFS popping time,60.0294257401,down,1,,0,חולצה מגוהצת,Hebrew,0.716236829758,1,
1770,6,Sklar_Hebrew_neutral,80,1,-0.3,19,,,down,2016_Jan_19_1605,CFS popping time,60.0294257401,down,1,,2,שמשה קדמית,Hebrew,0.75012087822,1,
1771,7,Sklar_Hebrew_negative,50,1,-3.54,19,,,up,2016_Jan_19_1605,CFS popping time,60.0294257401,up,1,,2,מנת יתר,Hebrew,1.00010991096,1,
1772,8,Sklar_Hebrew_neutral,80,1,-0.1,19,,,up,2016_Jan_19_1605,CFS popping time,60.0294257401,up,1,,3,מוט הילוכים,Hebrew,0.741416931152,1,
1773,9,Sklar_Hebrew_negative,50,1,-3.35,19,,,up,2016_Jan_19_1605,CFS popping time,60.0294257401,up,1,,2,פיטריות ברגליים,Hebrew,0.841138124466,1,
1774,10,Sklar,50,1,-2.933333333,19,,,down,2016_Jan_19_1605,CFS popping time,60.0294257401,down,1,,2,bad breath,Negative phrase,0.954871892929,1,1032
1775,11,Sklar_Hebrew_negative,50,1,-3.85,19,,,down,2016_Jan_19_1605,CFS popping time,60.0294257401,down,1,,3,מצב צמח,Hebrew,0.807868003845,1,
1776,12,Sklar_Hebrew_neutral,50,1,0.65,19,,,up,2016_Jan_19_1605,CFS popping time,60.0294257401,up,1,,2,מעבר חצייה,Hebrew,0.89998793602,1,
1777,13,Sklar_Hebrew_neutral,80,1,1.05,19,,,up,2016_Jan_19_1605,CFS popping time,60.0294257401,up,1,,1,דלת כניסה,Hebrew,0.750061035156,1,
1778,14,Sklar_Hebrew_negative,80,1,-2.15,19,,,up,2016_Jan_19_1605,CFS popping time,60.0294257401,up,1,,1,תשעה באב,Hebrew,1.03351902962,1,
1779,15,Sklar_Hebrew_negative,80,1,-3.45,19,,,up,2016_Jan_19_1605,CFS popping time,60.0294257401,up,1,,3,ריח מהפה,Hebrew,0.750018119812,1,
1780,16,New,50,1,-1.0,19,,,down,2016_Jan_19_1605,CFS popping time,60.0294257401,down,1,,1,Claire went over the bridge,Negative sentence,1.07458305359,1,20
